Tag,Notes,English,Japanese,German,French,Spanish,Portuguese,Russian,Italian,Chinese (Traditional),Chinese (Simplified),Korean,Polish,Ukrainian,Dutch,Turkish
L_D_NETHER_FELLOWDY8,,???:\nROAAAAAAAR!,???:\nウオオオオオオオ！,???:\nROAAAAAAAR!,???:\nROAAAAAAAR!,???:\n¡GROAAAAAAAAR!,???:\nROAAAAAAAR!,???:\nРРРРРРРРРР!,???:\nROAAAAAAAR!,???:\n吼啊啊啊啊啊啊啊！,？？？：\n吼啊啊啊啊啊啊啊！,???:\n으르렁렁렁렁!,???:\nROAAAAAAAR!,???:\nРОАААААААР!,???:\nBRUUUUUUUL!,???:\nKÜKREEEEEEEEE!
L_D_NETHER_FELLOWDY9,,(What was that!?),(何だったの!?),(Was war das!?),(Qu'est-ce que c'était !?),(¿¡Qué fue eso!?),(O que foi isso!?),(Что это было!?),(Cos'era quello!?),(那是什麼！？),（那是什么！？）,(뭐였지!?),(Co to było!?),(Що це було!?),(Wat was dat!?),(Bu da neydi!?)
L_D_NETHER_FELLOWDY10,,"Fellowdy:\nYou didn't really think I'd let you walk off with all those shiny treasures, did you?\n\nNothing personal, eh? Farewell, my friend!",フェロディ：\nあんたが、あの輝く宝物を全部持ち逃げするとでも思ったのかい？\n\n別に個人的な恨みじゃないよ？さらばだ、友よ！,"Fellowdy:\nDachtest du wirklich, ich würde dich mit all diesen glänzenden Schätzen einfach davonkommen lassen?\n\nNichts für ungut, ja? Leb wohl, mein Freund!","Fellowdy :\nVous ne pensiez pas vraiment que j'allais vous laisser partir avec tous ces trésors étincelants, n'est-ce pas ?\n\nRien de personnel, hein ? Adieu, mon ami !","Fellowdy:\n¿No pensaste realmente que te dejaría irte con todos esos tesoros brillantes, verdad?\n\nNada personal, ¿eh? ¡Adiós, amigo mío!","Fellowdy:\nVocê não achou mesmo que eu deixaria você sair com todos aqueles tesouros brilhantes, achou?\n\nNada pessoal, né? Adeus, meu amigo!","Феллоуди:\nТы же не думал, что я позволю тебе уйти со всеми этими блестящими сокровищами, верно?\n\nНичего личного, а? Прощай, мой друг!","Fellowdy:\nNon pensavi davvero che ti avrei lasciato andare via con tutti quei tesori luccicanti, vero?\n\nNiente di personale, eh? Addio, amico mio!",費洛迪：\n你真的以為我會讓你帶著那些閃亮的寶藏離開嗎？\n\n沒什麼個人恩怨，對吧？再見了，我的朋友！,费洛迪：\n你真的以为我会让你带着那些闪亮的宝藏一走了之吗？\n\n没什么个人恩怨。永别了，我的朋友！,"Fellowdy:\n정말로 네가 그 반짝이는 보물들을 모두 가지고 갈 수 있게 놔둘 거라고 생각했니?\n\n개인적인 감정은 없어, 그렇지? 안녕, 내 친구!","Fellowdy:\nNie myślałeś chyba, że pozwolę ci tak po prostu odejść z tymi wszystkimi błyszczącymi skarbami, co?\n\nNic osobistego, co? Żegnaj, przyjacielu!","Феллоуді:\nТи ж не думав, що я дозволю тобі просто так піти з усіма цими блискучими скарбами, чи не так?\n\nНічого особистого, га? Прощавай, мій друже!","Fellowdy:\nDacht je echt dat ik je zomaar weg zou laten lopen met al die glimmende schatten?\n\nNiets persoonlijks, hè? Vaarwel, mijn vriend!","Fellowdy:\nGerçekten de tüm o parlak hazinelerle çekip gitmene izin vereceğimi düşünmedin, değil mi?\n\nKişisel bir şey değil, ha? Elveda, dostum!"
L_D_NETHER_FELLOWDY11,,"Fellowdy:\nSo, you've opted to open all the chests, have you? This calls for a celebration!\n\nHere's one final chest for you. Don't worry about the cost - it's on the house! Enjoy.",フェロディ：\nなるほど、すべての宝箱を開けることにしたのですね？これは祝いの時です！\n\n最後の宝箱をどうぞ。料金のことは心配しないでください - 無料ですから！お楽しみください。,"Fellowdy:\nAlso, du hast dich entschieden, alle Truhen zu öffnen, ja? Das müssen wir feiern!\n\nHier ist eine letzte Truhe für dich. Mach dir keine Sorgen wegen der Kosten - sie geht aufs Haus! Viel Spaß.","Fellowdy :\nAlors, vous avez choisi d'ouvrir tous les coffres, n'est-ce pas ? Cela mérite une célébration !\n\nVoici un dernier coffre pour vous. Ne vous inquiétez pas pour le coût - c'est offert par la maison ! Profitez-en.","Fellowdy:\nAsí que has optado por abrir todos los cofres, ¿eh? ¡Esto merece una celebración!\n\nAquí tienes un último cofre para ti. No te preocupes por el costo - ¡invita la casa! Disfrútalo.","Fellowdy:\nEntão, você optou por abrir todos os baús, não é? Isso merece uma comemoração!\n\nAqui está um baú final para você. Não se preocupe com o custo - é por conta da casa! Aproveite.","Феллоуди:\nТак значит, вы решили открыть все сундуки? Это стоит отпраздновать!\n\nВот вам последний сундук. Не беспокойтесь о цене - это за счёт заведения! Наслаждайтесь.","Fellowdy:\nQuindi, hai scelto di aprire tutte le casse, eh? Questo richiede una celebrazione!\n\nEcco un'ultima cassa per te. Non preoccuparti del costo - è offerta dalla casa! Goditi il premio.",Fellowdy:\n所以，你選擇打開所有寶箱了，是嗎？這值得慶祝一番！\n\n這裡有最後一個寶箱給你。別擔心費用——這是免費的！請享用。,费洛迪：\n所以，你选择打开了所有的宝箱，是吧？真值得庆祝！\n\n这里还给你留了最后一个宝箱。别担心价格——这是免费附赠的！尽情享用吧。,"Fellowdy:\n그래서, 모든 상자를 열기로 했군요? 이건 축하할 일이네요!\n\n여기 당신을 위한 마지막 상자가 있어요. 비용은 걱정하지 마세요 - 공짜니까요! 즐기세요.","Fellowdy:\nA więc zdecydowałeś się otworzyć wszystkie skrzynie, co? To trzeba uczcić!\n\nOto ostatnia skrzynia dla ciebie. Nie martw się o koszt - to na koszt firmy! Korzystaj.","Феллоуді:\nОтже, ти вирішив відкрити всі скрині, так? Це привід для святкування!\n\nОсь тобі остання скриня. Не хвилюйся про вартість - це безкоштовно! Насолоджуйся.","Fellowdy:\nDus, je hebt ervoor gekozen om alle kisten te openen, nietwaar? Dit vraagt om een feestje!\n\nHier is een laatste kist voor je. Maak je geen zorgen over de kosten - het is van het huis! Geniet ervan.","Fellowdy:\nDemek tüm sandıkları açmayı seçtin, öyle mi? Bu bir kutlamayı hak ediyor!\n\nİşte sana son bir sandık daha. Ücret konusunda endişelenme - bu bizden! Keyfini çıkar."
L_D_NETHER_FELLOWDY12,,"Fellowdy:\nWelcome, welcome! It's a fine day to try your luck, wouldn't you say?\n\nTake a look at my treasure chests and let me know if you find one that appeals to you. For a small fee, its contents can be yours!",フェロディ：\nいらっしゃい、いらっしゃい！運試しにはもってこいの日和じゃないかな？\n\n私の宝箱を見てみて、気に入ったものがあれば教えてくれ。ほんの少しの料金で、中身はあんたのものだ！,"Fellowdy:\nWillkommen, willkommen! Ein herrlicher Tag, um sein Glück zu versuchen, findest du nicht?\n\nWirf einen Blick auf meine Schatztruhen und lass mich wissen, wenn dir eine davon zusagt. Für eine kleine Gebühr gehört ihr Inhalt dir!","Fellowdy :\nBienvenue, bienvenue ! C'est une belle journée pour tenter votre chance, ne trouvez-vous pas ?\n\nJetez un œil à mes coffres au trésor et dites-moi si vous en trouvez un qui vous plaît. Pour une modique somme, son contenu sera à vous !","Fellowdy:\n¡Bienvenido, bienvenido! Es un buen día para probar suerte, ¿no crees?\n\nEcha un vistazo a mis cofres del tesoro y avísame si encuentras uno que te guste. ¡Por una pequeña tarifa, su contenido puede ser tuyo!","Fellowdy:\nBem-vindo, bem-vindo! É um ótimo dia para tentar a sorte, não concorda?\n\nDê uma olhada nos meus baús de tesouro e me avise se encontrar um que lhe agrade. Por uma pequena taxa, o conteúdo pode ser seu!","Феллоуди:\nДобро пожаловать, добро пожаловать! Прекрасный день, чтобы испытать удачу, не так ли?\n\nВзгляните на мои сундуки с сокровищами и дайте мне знать, если найдёте тот, который вам приглянется. За небольшую плату его содержимое может стать вашим!","Fellowdy:\nBenvenuto, benvenuto! È una bella giornata per tentare la fortuna, non credi?\n\nDai un'occhiata ai miei forzieri e fammi sapere se ne trovi uno che ti interessa. Per una piccola somma, il suo contenuto sarà tuo!",Fellowdy:\n歡迎，歡迎！今天是個試試運氣的好日子，你不覺得嗎？\n\n看看我的寶箱，告訴我有沒有一個吸引你的。只要付一點小費，裡面的東西就是你的了！,费洛迪：\n欢迎，欢迎！今天是个拼手气的好日子，你说对吧？\n\n来看看我的宝箱，告诉我有没有哪个吸引到你。只需一小笔费用，里面的东西就是你的了！,"Fellowdy:\n환영합니다, 환영합니다! 오늘은 운을 시험해 보기 좋은 날이군요, 그렇지 않나요?\n\n제 보물 상자들을 한번 살펴보시고 마음에 드는 것이 있으면 알려주세요. 약간의 비용만 내시면, 그 안의 내용물은 모두 당신의 것입니다!","Fellowdy:\nWitaj, witaj! To wspaniały dzień, by spróbować szczęścia, nie sądzisz?\n\nRzuć okiem na moje skrzynie skarbów i daj mi znać, jeśli któraś cię zainteresuje. Za niewielką opłatą, jej zawartość może być twoja!","Феллоуді:\nВітаю, вітаю! Чудовий день, щоб випробувати удачу, чи не так?\n\nПогляньте на мої скрині зі скарбами і дайте мені знати, якщо знайдете ту, що вам до вподоби. За невелику плату її вміст стане вашим!","Fellowdy:\nWelkom, welkom! Het is een uitstekende dag om je geluk te beproeven, vind je niet?\n\nNeem een kijkje bij mijn schatkisten en laat me weten of je er een vindt die je aanspreekt. Voor een kleine vergoeding kunnen de inhoud ervan van jou zijn!","Fellowdy:\nHoş geldin, hoş geldin! Şansını denemek için güzel bir gün, öyle değil mi?\n\nHazine sandıklarıma bir göz at ve sana çekici gelen birini bulursan bana haber ver. Küçük bir ücret karşılığında, içindekiler senin olabilir!"
L_D_NETHER_FELLOWDY13,,"Fellowdy:\nWell? Go on, open the chest!",フェロディ：\nどうした？さあ、宝箱を開けてみろ！,"Fellowdy:\nNa? Mach schon, öffne die Truhe!","Fellowdy :\nAlors ? Allez, ouvre le coffre !","Fellowdy:\n¿Y bien? ¡Vamos, abre el cofre!","Fellowdy:\nE então? Vá em frente, abra o baú!","Феллоуди:\nНу? Давай, открой сундук!","Fellowdy:\nAllora? Avanti, apri il forziere!",費洛迪：\n怎樣？快去打開那個寶箱吧！,费洛迪：\n怎么样？快打开这个宝箱！,"펠로디:\n어때? 어서, 상자를 열어봐!","Fellowdy:\nNo? Dalej, otwórz tę skrzynię!","Феллоуді:\nНу? Давай, відкривай скриню!","Fellowdy:\nNou? Ga door, open de kist!","Fellowdy:\nEee? Hadi, sandığı aç!"
L_D_NETHER_ERST1,,"Erst:\nCan you believe it? I just won this whole tavern from the barkeep over there! He said he could beat me in an arm wrestling match, so we made a bet on it. The rest is history!\n\nI'm in such a good mood that I'd like to share some of my earnings with you. Go on, take it!",エルスト：\n信じられるかい？あそこの店主から、この居酒屋を丸ごと勝ち取ったんだ！彼は腕相撲で俺に勝てるって言うから、賭けをしたんだ。あとは歴史さ！\n\nすごくいい気分だから、稼ぎの一部を分けてあげたいんだ。ほら、受け取りなよ！,"Erst:\nKannst du es glauben? Ich habe gerade diese ganze Taverne vom Wirt da drüben gewonnen! Er sagte, er könnte mich im Armdrücken schlagen, also haben wir eine Wette darauf abgeschlossen. Der Rest ist Geschichte!\n\nIch bin so gut gelaunt, dass ich etwas von meinem Gewinn mit dir teilen möchte. Na los, nimm es!","Erst :\nTu peux y croire ? Je viens de gagner toute cette taverne contre le tavernier là-bas ! Il a dit qu'il pouvait me battre au bras de fer, alors on a fait un pari. Le reste appartient à l'histoire !\n\nJe suis tellement de bonne humeur que j'aimerais partager une partie de mes gains avec toi. Allez, prends !","Erst:\n¿Puedes creerlo? ¡Acabo de ganar toda esta taberna al tabernero de allí! Dijo que podía vencerme en un pulso, así que hicimos una apuesta. ¡El resto es historia!\n\nEstoy de tan buen humor que me gustaría compartir algo de mis ganancias contigo. ¡Vamos, tómalo!","Erst:\nDá para acreditar? Acabei de ganhar esta taverna inteira do taberneiro ali! Ele disse que podia me vencer numa queda de braço, então fizemos uma aposta. O resto é história!\n\nEstou de tão bom humor que gostaria de compartilhar um pouco dos meus ganhos com você. Vá em frente, pegue!","Эрст:\nМожешь в это поверить? Я только что выиграл всю эту таверну у того бармена! Он сказал, что сможет победить меня в армрестлинге, поэтому мы заключили пари. Остальное уже история!\n\nЯ в таком хорошем настроении, что хотел бы поделиться с тобой частью своего выигрыша. Давай, бери!","Erst:\nCi credi? Ho appena vinto tutta questa taverna dal taverniere laggiù! Ha detto che poteva battermi in un incontro di braccio di ferro, così abbiamo fatto una scommessa. Il resto è storia!\n\nSono così di buon umore che vorrei condividere un po' dei miei guadagni con te. Dai, prendili!",艾斯特：\n你能相信嗎？我剛剛從那邊的酒保手中贏得了整間酒館！他說他能在掰手腕比賽中打敗我，所以我們打了個賭。剩下的就是歷史了！\n\n我心情好得很，想和你分享一些我的收穫。來吧，拿去吧！,艾尔斯特：\n你敢信吗？我刚刚从那边的酒保那里赢得了整间酒馆！他说他能在掰手腕比赛中打败我，我们就打了个赌。结果就是这样！\n\n我现在心情好得不得了，想跟你分享一些我的收获。来吧，拿着！,"Erst:\n믿을 수 있겠어? 저기 있는 바텐더한테서 이 술집 전체를 이겼다고! 그가 팔씨름에서 날 이길 수 있다고 해서, 우리는 내기를 했어. 나머지는 역사가 됐지!\n\n기분이 너무 좋아서 내 수익 일부를 너와 나누고 싶어. 자, 받아!","Erst:\nMożesz w to uwierzyć? Właśnie wygrałem całą tę karczmę od tamtego karczmarza! Powiedział, że pokona mnie w siłowaniu na rękę, więc założyliśmy się o to. Reszta to już historia!\n\nJestem w tak dobrym nastroju, że chciałbym podzielić się z tobą częścią moich zarobków. No dalej, bierz!","Ерст:\nТи можеш у це повірити? Я щойно виграв усю цю таверну в того шинкаря! Він сказав, що зможе перемогти мене в армреслінгу, тож ми уклали парі. Решта — вже історія!\n\nЯ в такому гарному настрої, що хотів би поділитися з тобою частиною свого заробітку. Давай, бери!","Erst:\nKun je het geloven? Ik heb zojuist deze hele taverne gewonnen van de barman daar! Hij zei dat hij me kon verslaan met armworstelen, dus we sloten een weddenschap. De rest is geschiedenis!\n\nIk ben in zo'n goede bui dat ik wat van mijn verdiensten met je wil delen. Ga je gang, neem het maar!","Erst:\nİnanabiliyor musun? Şuradaki meyhaneciden bu tavernanın tamamını kazandım! Beni bilek güreşinde yenebileceğini söyledi, bu yüzden üzerine bahse girdik. Gerisi tarih oldu!\n\nO kadar iyi bir ruh halindeyim ki kazancımın bir kısmını seninle paylaşmak istiyorum. Hadi, al!"
L_D_NETHER_ERST2,,Erst:\nStop back and visit us again sometime!,エルスト:\nまた時間があったら、遊びに来てくださいね！,Erst:\nKomm mal wieder vorbei und besuch uns!,Erst :\nReviens nous voir un de ces jours !,Erst:\n¡Vuelve a visitarnos otra vez cuando quieras!,Erst:\nVolte para nos visitar novamente qualquer dia!,Эрст:\nЗаходи к нам ещё как-нибудь!,Erst:\nTorna a trovarci di nuovo qualche volta!,艾爾斯特：\n有空再回來看看我們吧！,艾尔斯特：\n有空再回来看看我们吧！,에르스트:\n언젠가 다시 들러서 우리를 방문해 주세요!,Erst:\nWpadnij do nas jeszcze kiedyś!,Ерст:\nЗаходь до нас ще колись!,Erst:\nKom nog eens langs en bezoek ons weer!,Erst:\nBir ara geri dönüp bizi tekrar ziyaret et!
L_D_NETHER_GORDON,,"Gordon the Strong:\nPah! You mean to tell me that you enslave creatures to fight for you? Can't handle a fight on your own, can you? Pathetic.",ゴードン・ザ・ストロング：\nふん！お前は生き物を奴隷にして戦わせるというのか？自分で戦うことができないのか？情けない。,"Gordon der Starke:\nPah! Du willst mir erzählen, dass du Kreaturen versklavst, damit sie für dich kämpfen? Kannst einen Kampf nicht alleine bewältigen, was? Erbärmlich.","Gordon le Fort :\nPah ! Tu veux me faire croire que tu asservis des créatures pour qu'elles se battent à ta place ? Tu ne peux pas te débrouiller seul au combat, n'est-ce pas ? Pathétique.","Gordon el Fuerte:\n¡Bah! ¿Me quieres decir que esclavizas criaturas para que luchen por ti? No puedes enfrentarte a una pelea por tu cuenta, ¿verdad? Patético.","Gordon o Forte:\nPah! Você quer me dizer que escraviza criaturas para lutar por você? Não consegue lidar com uma luta sozinho, não é? Patético.","Гордон Сильный:\nПфф! Ты хочешь сказать, что порабощаешь существ, чтобы они сражались за тебя? Не можешь справиться с боем самостоятельно, да? Жалкое зрелище.","Gordon il Forte:\nPah! Vuoi dirmi che rendi schiave delle creature per combattere al posto tuo? Non sai affrontare uno scontro da solo, vero? Patetico.",強壯的高登：\n哼！你是說你奴役生物為你而戰？自己不能應付戰鬥，是嗎？真可悲。,强壮的戈登：\n呸！你是说你奴役生物为你而战？自己不能应付战斗，是吗？真可悲。,강한 고든:\n흥! 네가 생물들을 노예로 부려서 너 대신 싸우게 한다고? 혼자서는 싸움을 감당할 수 없는 거지? 한심하군.,"Gordon Silny:\nPah! Chcesz mi powiedzieć, że zniewalasz stworzenia, by walczyły za ciebie? Nie potrafisz sam stanąć do walki, co? Żałosne.","Гордон Сильний:\nПфф! Ти хочеш сказати, що поневолюєш істот, щоб вони билися за тебе? Не можеш впоратися з боєм самостійно, так? Жалюгідно.","Gordon de Sterke:\nPah! Wil je me vertellen dat je wezens tot slaaf maakt om voor je te vechten? Kun je zelf geen gevecht aan, hè? Zielig.","Gordon the Strong:\nPöh! Bana senin yaratıkları savaşmaları için köleleştirdiğini mi söylüyorsun? Kendi başına bir dövüşün üstesinden gelemiyorsun, değil mi? Acınası."
L_D_NETHER_PATRON1,,"The ale here is good, but I've had better elsewhere.",ここのエールは美味いが、他の場所ではもっと美味いのを飲んだことがある。,"Das Bier hier ist gut, aber anderswo habe ich schon besseres getrunken.","La bière ici est bonne, mais j'en ai bu de meilleure ailleurs.","La cerveza aquí es buena, pero he probado mejores en otros lugares.","A cerveja aqui é boa, mas já provei melhores em outros lugares.","Эль здесь хороший, но в других местах я пробовал и получше.","La birra qui è buona, ma ne ho bevuta di migliore altrove.",這裡的麥酒不錯，但我在別的地方喝過更好的。,这里的麦酒不错，但我在别处喝到过更好的。,"여기 맥주는 좋지만, 다른 곳에서 더 맛있는 걸 마셔봤어.","Piwo jest tu dobre, ale piłem lepsze gdzie indziej.","Пиво тут непогане, але деінде я пив і краще.","Het bier hier is goed, maar ik heb elders betere gehad.","Buradaki bira iyi, ama başka yerlerde daha iyisini içtim."
L_D_NETHER_PATRON2,,What are you looking at? Let me drink in peace!,何を見てるんだ？静かに酒を飲ませてくれ！,Was glotzt du so? Lass mich in Ruhe trinken!,Qu'est-ce que tu regardes ? Laisse-moi boire en paix !,¿Qué estás mirando? ¡Déjame beber en paz!,O que você está olhando? Deixe-me beber em paz!,На что ты уставился? Дай мне спокойно выпить!,Che stai guardando? Lasciami bere in pace!,你在看什麼？讓我安靜地喝酒！,看什么看？让我安安静静地喝酒！,뭘 쳐다보는 거야? 조용히 술이나 마시게 해줘!,Co się tak gapisz? Daj mi pić w spokoju!,На що ти дивишся? Дай мені спокійно випити!,Waar kijk je naar? Laat me met rust drinken!,Ne bakıyorsun? Bırak da huzur içinde içkimi içeyim!
L_D_NETHER_GOBLIN,,Giblet the Goblin:\nSigh... I miss my friends. A dragon got 'em good. Ate 'em in one gulp!,ギブレットゴブリン：\nはぁ...仲間たちが恋しいよ。ドラゴンにやられちまったんだ。一口で食われちまった！,Giblet der Goblin:\nSeufz... Ich vermisse meine Freunde. Ein Drache hat sie erwischt. Hat sie mit einem Schluck verschlungen!,Giblet le Gobelin :\nSoupir... Mes amis me manquent. Un dragon les a bien eus. Les a mangés d'une seule bouchée !,Giblet el Trasgo:\nSuspiro... Extraño a mis amigos. Un dragón acabó con ellos. ¡Se los comió de un solo bocado!,Giblet o Goblin:\nSuspiro... Sinto falta dos meus amigos. Um dragão acabou com eles. Comeu todos de uma vez só!,Гоблин Гиблет:\nВздох... Скучаю по друзьям. Дракон их хорошенько прикончил. Сожрал одним глотком!,Giblet il Goblin:\nSospiro... Mi mancano i miei amici. Un drago li ha sistemati per bene. Li ha mangiati in un sol boccone!,哥布林吉布雷特：\n唉... 我好想念我的朋友們。一條龍把他們給解決了。一口就把他們全吞了！,哥布林吉布雷特：\n唉……我好想念我的朋友们。一条龙捉住了他们。一口就把他们全吃了！,기블렛 고블린:\n한숨... 내 친구들이 그립네. 용이 그들을 제대로 잡아먹었어. 한 입에 다 먹어버렸다고!,Giblet Goblin:\nWestchnięcie... Tęsknię za moimi przyjaciółmi. Smok ich dopadł. Pożarł ich jednym kłapnięciem!,Гіблет Гоблін:\nЗітхає... Я сумую за своїми друзями. Дракон їх добряче дістав. З'їв їх одним ковтком!,Giblet de Goblin:\nZucht... Ik mis mijn vrienden. Een draak heeft ze te pakken gekregen. At ze in één hap op!,Goblin Giblet:\nAh... Arkadaşlarımı özlüyorum. Bir ejderha onları hakladı. Hepsini bir lokmada yedi!
L_D_NETHER_EX_BARTENDER,,The Ex-Bartender:\nMy whole life's work lost in a single bet... what have I done?,元バーテンダー：\n人生の全ての仕事を一度の賭けで失ってしまった…私は何てことをしてしまったんだ？,Der Ex-Barkeeper:\nMeine gesamte Lebensarbeit in einer einzigen Wette verloren... was habe ich nur getan?,Le Barman Déchu :\nTout le travail de ma vie perdu sur un seul pari... qu'ai-je fait ?,El Ex-Cantinero:\nToda la obra de mi vida perdida en una sola apuesta... ¿qué he hecho?,O Ex-Barman:\nTodo o trabalho da minha vida perdido em uma única aposta... o que foi que eu fiz?,Бывший бармен:\nВся работа моей жизни потеряна из-за одной ставки... что же я наделал?,L'Ex-Barista:\nTutto il lavoro della mia vita perso in una sola scommessa... cosa ho fatto?,前酒保：\n我一生的心血在一場賭局中全部輸光了...我到底做了什麼？,前酒保：\n我一生的心血毁于一场赌局……我都做了些什么？,전 바텐더:\n내 평생의 노력이 단 한 번의 내기로 날아갔어... 내가 무슨 짓을 한 거지?,Były Barman:\nCała praca mojego życia stracona w jednym zakładzie... co ja zrobiłem?,Колишній бармен:\nВся справа мого життя втрачена через одне парі... що ж я наробив?,De Ex-Barman:\nMijn levenswerk verloren in één enkele weddenschap... wat heb ik gedaan?,Eski Barmen:\nTüm hayatımın emeği tek bir bahiste kayboldu... ne yaptım ben?
L_D_NETHER_ARENA1,,Rosebud the Disgruntled Arena Master:\nI'm the former Arena Master of Sithicus! I was fired for trying to fight the arena contestants. But battling is in my blood! It's what I was made for!,ローズバッド（不満を抱えた闘技場の元管理人）：\n私はシシカスの元闘技場管理人だ！闘技場の参加者と戦おうとして解雇されてしまった。だが戦いは私の血に流れているのだ！それこそが私の存在理由なのだ！,"Rosebud der missmutige Arenameister:\nIch bin der ehemalige Arenameister von Sithicus! Ich wurde gefeuert, weil ich versucht habe, gegen die Arena-Teilnehmer zu kämpfen. Aber das Kämpfen liegt mir im Blut! Dafür wurde ich geschaffen!",Rosebud le Maître d'Arène Mécontent :\nJe suis l'ancien Maître d'Arène de Sithicus ! J'ai été renvoyé pour avoir essayé de combattre les participants de l'arène. Mais le combat est dans mon sang ! C'est pour ça que j'ai été créé !,Rosebud el Maestro de Arena Descontento:\nSoy el antiguo Maestro de Arena de Sithicus. ¡Me despidieron por intentar pelear contra los concursantes de la arena! ¡Pero la batalla está en mi sangre! ¡Es para lo que fui creado!,"Rosebud, o Mestre da Arena Descontente:\nEu sou o antigo Mestre da Arena de Sithicus! Fui demitido por tentar lutar contra os competidores da arena. Mas a batalha está no meu sangue! É para isso que fui feito!","Розбад, Недовольный Мастер Арены:\nЯ бывший Мастер Арены Ситикуса! Меня уволили за попытки сразиться с участниками арены. Но битвы в моей крови! Для этого я и был создан!",Rosebud il Maestro dell'Arena Scontento:\nSono l'ex Maestro dell'Arena di Sithicus! Sono stato licenziato per aver cercato di combattere contro i concorrenti dell'arena. Ma la battaglia è nel mio sangue! È ciò per cui sono stato creato!,不滿的競技場主人蘿絲芭：\n我是希西卡斯的前任競技場主人！因為試圖與競技場參賽者戰鬥而被解僱。但戰鬥流淌在我的血液中！這就是我存在的意義！,不满的竞技场大师罗斯巴德：\n我是西西库斯的前任竞技场主管！因为试图与竞技场选手战斗而被解雇。但战斗流淌在我的血液中！这就是我存在的意义！,불만에 찬 투기장 관리자 로즈버드:\n나는 시티쿠스의 전 투기장 관리자야! 투기장 참가자들과 싸우려다가 해고당했지. 하지만 전투는 내 피 속에 흐르고 있어! 이것이 바로 내가 태어난 이유라고!,"Różyczka, Niezadowolony Mistrz Areny:\nJestem byłym Mistrzem Areny Sithicus! Zwolnili mnie za próby walki z uczestnikami areny. Ale walka płynie w mojej krwi! Do tego zostałem stworzony!",Розбад Невдоволений Майстер Арени:\nЯ колишній Майстер Арени Сітікуса! Мене звільнили за спроби битися з учасниками арени. Але битви в моїй крові! Для цього я був створений!,Rosebud de Ontevreden Arenabaas:\nIk ben de voormalige Arenabaas van Sithicus! Ik werd ontslagen omdat ik probeerde tegen de arena-deelnemers te vechten. Maar vechten zit in mijn bloed! Het is waarvoor ik gemaakt ben!,"Rosebud, Memnuniyetsiz Arena Ustası:\nSithicus'un eski Arena Ustası benim! Arena yarışmacılarıyla dövüşmeye çalıştığım için kovuldum. Ama savaşmak kanımda var! Ben bunun için yaratıldım!"
L_D_NETHER_ARENA2,,"Rosebud the Disgruntled Arena Master:\nSay... why don't we have a quick battle? If you win (which you won't), I'll give you a special prize.\n\nReady! Set! Fight!",ローズバッド（不機嫌なアリーナマスター）：\n聞いてくれ…手短に勝負しないか？もし勝ったら（まあ無理だがな）、特別な賞品をやろう。\n\n用意！スタート！ファイト！,"Rosebud der missmutige Arenameister:\nSag mal... wie wäre es mit einem schnellen Kampf? Wenn du gewinnst (was du nicht wirst), gebe ich dir einen besonderen Preis.\n\nFertig! Los! Kämpfe!","Rosebud le Maître d'Arène Mécontent :\nDis... et si on faisait un petit combat ? Si tu gagnes (ce qui n'arrivera pas), je te donnerai un prix spécial.\n\nÀ vos marques ! Prêts ! Combattez !","Rosebud el Maestro de Arena Descontento:\n¿Qué tal... si tenemos una batalla rápida? Si ganas (lo cual no sucederá), te daré un premio especial.\n\n¡Listos! ¡Preparados! ¡Combate!","Rosebud, o Mestre da Arena Descontente:\nDiga... por que não fazemos uma batalha rápida? Se você vencer (o que não vai acontecer), eu lhe darei um prêmio especial.\n\nPrepare-se! Pronto! Lute!","Розбад, Недовольный Мастер Арены:\nСлушай... почему бы нам не провести быстрый бой? Если ты победишь (чего не случится), я дам тебе особый приз.\n\nНа старт! Внимание! В бой!","Rosebud il Maestro dell'Arena Scontento:\nDimmi... perché non facciamo un rapido combattimento? Se vinci (cosa che non accadrà), ti darò un premio speciale.\n\nPronti! Partenza! Combattimento!",不滿的競技場主人玫瑰花蕾：\n話說...我們來進行一場快速戰鬥如何？如果你贏了（你不會贏的），我會給你一個特別獎勵。\n\n預備！開始！戰鬥！,不满的竞技场大师罗斯巴德：\n话说……不如我们快速来打一场？如果你赢了（虽然不太可能），我就送你一份特别奖励。\n\n各就各位！预备！开打！,"Rosebud 불만 가득한 투기장 관리인:\n이봐... 우리 간단한 전투를 한 번 해볼까? 네가 이기면(물론 이길 수 없겠지만), 특별한 상품을 줄게.\n\n준비! 시작! 싸워!","Różyczka, Niezadowolony Mistrz Areny:\nSłuchaj... a może stoczymy szybką walkę? Jeśli wygrasz (co się nie zdarzy), dam ci specjalną nagrodę.\n\nGotowi! Do boju! Walka!","Розбад Невдоволений Майстер Арени:\nСлухай... а чому б нам не провести швидкий бій? Якщо ти переможеш (чого не станеться), я дам тобі особливий приз.\n\nНа старт! Увага! Бій!","Rosebud de Chagrijnige Arenabaas:\nZeg... waarom houden we niet een snel gevecht? Als je wint (wat niet gaat gebeuren), geef ik je een speciale prijs.\n\nKlaar! Af! Vecht!","Huysuz Arena Ustası Rosebud:\nSöylesene... neden hızlı bir dövüş yapmıyoruz? Eğer kazanırsan (ki kazanamayacaksın), sana özel bir ödül vereceğim.\n\nHazır! Başla! Savaş!"
