Tag,Notes,English,Japanese,German,French,Spanish,Portuguese,Russian,Italian,Chinese (Traditional),Chinese (Simplified),Korean,Polish,Ukrainian,Dutch,Turkish
L_QUESTNAME_GIFTSFORAZURAL,,Gifts For Azural,アズラルへの贈り物,Geschenke für Azural,Cadeaux Pour Azural,Regalos Para Azural,Presentes Para Azural,Подарки Для Азурал,Doni Per Azural,給亞祖拉爾的禮物,给阿祖拉的礼物,아주랄을 위한 선물,Prezenty Dla Azurala,Дарунки для Азурала,Geschenken Voor Azural,Azural İçin Hediyeler
L_QUESTDESC_GIFTSFORAZURAL,,Collect Ice Diamonds in this Realm to appease {GOD_WINTER}.,この世界で氷のダイヤモンドを集めて{GOD_WINTER}を鎮めよう。,"Sammle Eisdiamanten in diesem Reich, um {GOD_WINTER} zu besänftigen.",Collectez des Diamants de Glace dans ce Royaume pour apaiser {GOD_WINTER}.,Recolecta Diamantes de Hielo en este Reino para apaciguar a {GOD_WINTER}.,Colete Diamantes de Gelo neste Reino para aplacar {GOD_WINTER}.,"Собирайте Ледяные Алмазы в этом Мире, чтобы умилостивить {GOD_WINTER}.",Raccogli i Diamanti di Ghiaccio in questo Regno per placare {GOD_WINTER}.,在這個境界中收集冰鑽石來取悅{GOD_WINTER}。,在这个领域中收集冰钻石以安抚{GOD_WINTER}。,이 영역에서 얼음 다이아몬드를 모아 {GOD_WINTER}를 달래세요.,"Zbieraj Lodowe Diamenty w tym Wymiarze, aby przebłagać {GOD_WINTER}.","Зберіть Крижані Діаманти в цьому Світі, щоб умилостивити {GOD_WINTER}.",Verzamel IJsdiamanten in dit Rijk om {GOD_WINTER} tevreden te stellen.,Bu Diyar'da {GOD_WINTER}'ı memnun etmek için Buz Elmasları topla.
L_ITEMREQ_GIFTSFORAZURAL,,Ice Diamonds,アイスダイヤモンド,Eisdiamanten,Diamants de Glace,Diamantes de Hielo,Diamantes de Gelo,Ледяные Алмазы,Diamanti di Ghiaccio,冰鑽石,冰钻石,얼음 다이아몬드,Lodowe Diamenty,Крижані Діаманти,IJsdiamanten,Buz Elmasları
L_QUESTNAME_CRYSTALMINING,,Crystal Mining,クリスタル採掘,Kristallabbau,Exploitation de Cristaux,Minería de Cristales,Mineração de Cristais,Добыча кристаллов,Estrazione di Cristalli,水晶採礦,水晶矿采集,크리스탈 채굴,Wydobycie Kryształów,Видобуток кристалів,Kristalmijnbouw,Kristal Madenciliği
L_QUESTDESC_CRYSTALMINING,,Collect Crystal nodes found in this Realm to bolster {CASTLENAME}'s economy.,この世界に存在するクリスタルノードを集めて、{CASTLENAME}の経済を強化しましょう。,"Sammle Kristallknoten, die in diesem Reich zu finden sind, um die Wirtschaft von {CASTLENAME} zu stärken.",Collectez les nœuds de Cristal trouvés dans ce Royaume pour renforcer l'économie de {CASTLENAME}.,Recolecta nodos de Cristal encontrados en este Reino para reforzar la economía de {CASTLENAME}.,Colete nós de Cristal encontrados neste Reino para fortalecer a economia de {CASTLENAME}.,"Собирайте кристаллические узлы, найденные в этом Мире, чтобы укрепить экономику {CASTLENAME}.",Raccogli i nodi di Cristallo presenti in questo Regno per rafforzare l'economia di {CASTLENAME}.,收集在此境界中發現的水晶節點，以增強{CASTLENAME}的經濟。,收集在这个领域中发现的水晶节点，以增强{CASTLENAME}的经济。,이 영역에서 발견되는 수정 노드를 수집하여 {CASTLENAME}의 경제를 강화하세요.,"Zbieraj węzły Kryształów znalezione w tym Królestwie, aby wzmocnić gospodarkę {CASTLENAME}.","Збирайте Кристальні вузли, знайдені в цьому Світі, щоб зміцнити економіку {CASTLENAME}.",Verzamel Kristalknooppunten die in dit Rijk te vinden zijn om de economie van {CASTLENAME} te versterken.,Bu Diyar'da bulunan Kristal düğümlerini toplayarak {CASTLENAME}'in ekonomisini güçlendir.
L_ITEMREQ_CRYSTALMINING,,Crystal Found,クリスタルを発見,Kristall gefunden,Cristal trouvé,Cristal Encontrado,Cristal Encontrado,Кристалл найден,Cristallo Trovato,發現水晶,已找到水晶,크리스탈 발견,Znaleziono Kryształ,Знайдено кристал,Kristal Gevonden,Kristal Bulundu
L_QUESTNAME_EXPERIMENTALHARVEST,,Experimental Harvest,実験的収穫,Experimentelle Ernte,Récolte Expérimentale,Cosecha Experimental,Colheita Experimental,Экспериментальный Урожай,Raccolto Sperimentale,實驗性收穫,实验性收获,실험적 수확,Eksperymentalne Żniwa,Експериментальний Врожай,Experimentele Oogst,Deneysel Hasat
L_QUESTDESC_EXPERIMENTALHARVEST,,Pick the berries in this Realm to help {CASTLENAME}'s researchers learn more about this environment.,このレルムのベリーを摘んで、{CASTLENAME}の研究者たちがこの環境についてもっと学べるよう手伝いましょう。,"Sammle die Beeren in diesem Reich, um den Forschern von {CASTLENAME} zu helfen, mehr über diese Umgebung zu erfahren.",Cueillez les baies dans ce Royaume pour aider les chercheurs de {CASTLENAME} à en apprendre davantage sur cet environnement.,Recoge las bayas en este Reino para ayudar a los investigadores de {CASTLENAME} a aprender más sobre este entorno.,Colha as frutas neste Reino para ajudar os pesquisadores de {CASTLENAME} a aprenderem mais sobre este ambiente.,"Собирайте ягоды в этом Мире, чтобы помочь исследователям {CASTLENAME} узнать больше об этой среде.",Raccogli le bacche in questo Regno per aiutare i ricercatori di {CASTLENAME} a scoprire di più su questo ambiente.,在這個境界中採集漿果，以幫助{CASTLENAME}的研究人員更深入了解這個環境。,在这个领域中采集浆果，帮助{CASTLENAME}的研究人员更多地了解这一环境。,이 영역에서 열매를 채집하여 {CASTLENAME}의 연구원들이 이 환경에 대해 더 많이 배울 수 있도록 도와주세요.,"Zbieraj jagody w tym Królestwie, aby pomóc badaczom z {CASTLENAME} dowiedzieć się więcej o tym środowisku.","Збирайте ягоди в цьому Світі, щоб допомогти дослідникам {CASTLENAME} дізнатися більше про це середовище.",Pluk de bessen in dit Rijk om de onderzoekers van {CASTLENAME} te helpen meer te leren over deze omgeving.,Bu Diyar'daki meyveleri toplayarak {CASTLENAME}'nin araştırmacılarına bu çevre hakkında daha fazla bilgi edinmelerine yardımcı ol.
L_ITEMREQ_EXPERIMENTALHARVEST,,Berries Picked,ベリー収穫数,Gesammelte Beeren,Baies Cueillies,Bayas Recogidas,Frutas Colhidas,Собранные ягоды,Bacche Raccolte,採集的漿果,已采集浆果,채집한 열매,Zebrane Jagody,Зібрані ягоди,Bessen Geplukt,Toplanan Meyveler
L_QUESTNAME_GREENISGOOD,,Green is Good,グリーンは良い,Grün ist Gut,Vert c'est Bien,Verde es Bueno,Verde é Bom,Зелёный - это хорошо,Il Verde è Buono,綠色是好的,绿色是好物,초록색은 좋다,Zielony to Dobro,Зелений - це Добре,Groen is Goed,Yeşil İyidir
L_QUESTDESC_GREENISGOOD,,Pick the large green mushrooms in this Realm to help {CASTLENAME}'s researchers learn more about this environment.,大きな緑のキノコをこの領域で採取して、{CASTLENAME}の研究者たちがこの環境についてもっと学べるよう手伝いましょう。,"Sammle die großen grünen Pilze in diesem Reich, um den Forschern von {CASTLENAME} zu helfen, mehr über diese Umgebung zu erfahren.",Cueillez les gros champignons verts dans ce Royaume pour aider les chercheurs de {CASTLENAME} à en apprendre davantage sur cet environnement.,Recoge las setas verdes grandes en este Reino para ayudar a los investigadores de {CASTLENAME} a aprender más sobre este entorno.,Colha os cogumelos verdes grandes neste Reino para ajudar os pesquisadores de {CASTLENAME} a aprenderem mais sobre este ambiente.,"Собирайте большие зеленые грибы в этом Мире, чтобы помочь исследователям {CASTLENAME} узнать больше об этой среде.",Raccogli i grandi funghi verdi in questo Regno per aiutare i ricercatori di {CASTLENAME} a scoprire di più su questo ambiente.,在這個境界中採集大型綠色蘑菇，以幫助{CASTLENAME}的研究人員更深入了解這個環境。,在这个领域中采集大型绿色蘑菇，帮助{CASTLENAME}的研究人员更多地了解这一环境。,이 영역에서 큰 초록 버섯을 채집하여 {CASTLENAME}의 연구원들이 이 환경에 대해 더 많이 배울 수 있도록 도와주세요.,"Zbieraj duże zielone grzyby w tym Królestwie, aby pomóc badaczom z {CASTLENAME} dowiedzieć się więcej o tym środowisku.","Збирайте великі зелені гриби в цьому Світі, щоб допомогти дослідникам {CASTLENAME} дізнатися більше про це середовище.",Pluk de grote groene paddenstoelen in dit Rijk om de onderzoekers van {CASTLENAME} te helpen meer te leren over deze omgeving.,Bu Diyar'daki büyük yeşil mantarları toplayarak {CASTLENAME}'nin araştırmacılarına bu çevre hakkında daha fazla bilgi edinmelerine yardımcı ol.
L_ITEMREQ_GREENISGOOD,,Mushrooms Picked,キノコ採取数,Pilze gesammelt,Champignons Cueillis,Hongos Recogidos,Cogumelos Coletados,Собранные грибы,Funghi Raccolti,採集的蘑菇,已采集蘑菇,채집한 버섯,Zebrane grzyby,Зібрані гриби,Paddenstoelen Geplukt,Toplanan Mantarlar
L_QUESTNAME_SPECTRUMSAMPLER,,Spectrum Sampler,スペクトラムサンプラー,Spektrum-Sampler,Échantillonneur de Spectre,Muestrario de Espectro,Amostra de Espectro,Спектральный Сэмплер,Campionatore di Spettro,光譜採樣器,菇谱采样,스펙트럼 샘플러,Próbnik Spektrum,Спектральний Семплер,Spectrum Sampler,Spektrum Örnekleyici
L_QUESTDESC_SPECTRUMSAMPLER,,"Pick the small, colorful mushrooms in this Realm to help {CASTLENAME}'s researchers learn more about this environment.",この世界の小さくて色鮮やかなキノコを採取して、{CASTLENAME}の研究者たちがこの環境についてもっと学べるよう手伝おう。,"Sammle die kleinen, bunten Pilze in diesem Reich, um den Forschern von {CASTLENAME} zu helfen, mehr über diese Umgebung zu erfahren.",Cueillez les petits champignons colorés dans ce Royaume pour aider les chercheurs de {CASTLENAME} à en apprendre davantage sur cet environnement.,Recoge los hongos pequeños y coloridos en este Reino para ayudar a los investigadores de {CASTLENAME} a aprender más sobre este entorno.,Colete os pequenos cogumelos coloridos neste Reino para ajudar os pesquisadores de {CASTLENAME} a aprenderem mais sobre este ambiente.,"Собирайте маленькие, красочные грибы в этом Мире, чтобы помочь исследователям {CASTLENAME} узнать больше об этой среде.",Raccogli i piccoli funghi colorati in questo Regno per aiutare i ricercatori di {CASTLENAME} a conoscere meglio questo ambiente.,在這個境界中採集小型、色彩繽紛的蘑菇，幫助{CASTLENAME}的研究人員更深入了解這個環境。,在这个领域中采集小型彩色蘑菇，帮助{CASTLENAME}的研究人员更多地了解这一环境。,이 영역에서 작고 색색의 버섯을 채집하여 {CASTLENAME}의 연구원들이 이 환경에 대해 더 많이 배울 수 있도록 도와주세요.,"Zbieraj małe, kolorowe grzyby w tym Królestwie, aby pomóc badaczom z {CASTLENAME} dowiedzieć się więcej o tym środowisku.","Збирайте маленькі, барвисті гриби в цьому Світі, щоб допомогти дослідникам {CASTLENAME} дізнатися більше про це середовище.","Pluk de kleine, kleurrijke paddenstoelen in dit Rijk om de onderzoekers van {CASTLENAME} te helpen meer te leren over deze omgeving.","Bu Diyar'daki küçük, renkli mantarları toplayarak {CASTLENAME}'nin araştırmacılarına bu çevreyi daha iyi anlamalarında yardımcı olun."
L_ITEMREQ_SPECTRUMSAMPLER,,Mushrooms Picked,キノコ採取数,Pilze gesammelt,Champignons Cueillis,Hongos Recogidos,Cogumelos Coletados,Собранные грибы,Funghi Raccolti,採集的蘑菇,已采集蘑菇,채집한 버섯,Zebrane grzyby,Зібрані гриби,Paddenstoelen Geplukt,Toplanan Mantarlar
L_QUESTNAME_NATURALBOTANIST,,Natural Botanist,ナチュラル・ボタニスト,Natürlicher Botaniker,Botaniste Naturel,Botánico Natural,Botânico Natural,Природный Ботаник,Botanico Naturale,自然植物學家,自然植物学家,자연 식물학자,Naturalny Botanik,Природний Ботанік,Natuurlijke Botanicus,Doğal Botanikçi
L_QUESTDESC_NATURALBOTANIST,,Collect Hyacinths in this Realm to help {CASTLENAME}'s researchers learn more about this environment.,このレルムでヒヤシンスを集めて、{CASTLENAME}の研究者たちがこの環境についてもっと学べるよう手伝おう。,"Sammle Hyazinthen in diesem Reich, um den Forschern von {CASTLENAME} zu helfen, mehr über diese Umgebung zu erfahren.",Récoltez des jacinthes dans ce Royaume pour aider les chercheurs de {CASTLENAME} à en apprendre davantage sur cet environnement.,Recolecta Jacintos en este Reino para ayudar a los investigadores de {CASTLENAME} a aprender más sobre este entorno.,Colete Jacintos neste Reino para ajudar os pesquisadores de {CASTLENAME} a aprenderem mais sobre este ambiente.,"Соберите гиацинты в этом Мире, чтобы помочь исследователям {CASTLENAME} узнать больше об этой среде.",Raccogli Giacinti in questo Regno per aiutare i ricercatori di {CASTLENAME} a scoprire di più su questo ambiente.,在這個境界中收集風信子，以幫助{CASTLENAME}的研究人員更深入了解這個環境。,在这个领域中收集风信子，帮助{CASTLENAME}的研究人员更多地了解这一环境。,이 영역에서 히아신스를 수집하여 {CASTLENAME}의 연구원들이 이 환경에 대해 더 많이 배울 수 있도록 도와주세요.,"Zbieraj Hiacynty w tym Królestwie, aby pomóc badaczom z {CASTLENAME} dowiedzieć się więcej o tym środowisku.","Зберіть гіацинти в цьому Світі, щоб допомогти дослідникам {CASTLENAME} дізнатися більше про це середовище.",Verzamel Hyacinten in dit Rijk om de onderzoekers van {CASTLENAME} te helpen meer te leren over deze omgeving.,"Bu Diyar'da Sümbüller topla, {CASTLENAME}'nin araştırmacılarının bu ortam hakkında daha fazla bilgi edinmesine yardımcı ol."
L_ITEMREQ_NATURALBOTANIST,,Hyacinths,ヒヤシンス,Hyazinthen,Jacinthes,Jacintos,Jacintos,Гиацинты,Giacinti,風信子,风信子,히아신스,Hiacynty,Гіацинти,Hyacinten,Sümbüller
L_QUESTNAME_UNEXPECTEDCARNIVORES,,Unexpected Carnivores,予期せぬ肉食獣,Unerwartete Fleischfresser,Carnivores Inattendus,Carnívoros Inesperados,Carnívoros Inesperados,Неожиданные Хищники,Carnivori Inaspettati,意外的肉食動物,意外的食肉生物,예상치 못한 육식동물,Nieoczekiwani Mięsożercy,Неочікувані м'ясоїди,Onverwachte Vleeseters,Beklenmedik Etoburlar
L_QUESTDESC_UNEXPECTEDCARNIVORES,,Destroy the man-eating flytraps in this Realm to protect humanity.,人類を守るため、この領域に生息する人食いハエトリグサを駆除せよ。,"Vernichte die menschenfressenden Venusfliegenfallen in diesem Reich, um die Menschheit zu schützen.",Détruisez les plantes carnivores mangeuses d'hommes dans ce Royaume pour protéger l'humanité.,Destruye las atrapamoscas devoradores de hombres en este Reino para proteger a la humanidad.,Destrua as plantas carnívoras comedoras de homens neste Reino para proteger a humanidade.,"Уничтожьте плотоядные венерины мухоловки в этом Мире, чтобы защитить человечество.",Distruggi le piante carnivore mangia-uomini in questo Regno per proteggere l'umanità.,摧毀這個領域中的食人捕蠅草以保護人類。,摧毁这个领域中的食人捕蝇草以保护人类。,인류를 보호하기 위해 이 영역에 있는 인간을 잡아먹는 파리지옥을 파괴하세요.,"Zniszcz ludożerne muchołówki w tym Królestwie, aby chronić ludzkość.","Знищіть людожерні венерині мухоловки в цьому Світі, щоб захистити людство.",Vernietig de mensenetende vleesetende planten in dit Rijk om de mensheid te beschermen.,İnsanlığı korumak için bu Diyar'daki insan yiyen sinek kapanlarını yok et.
L_ITEMREQ_UNEXPECTEDCARNIVORES,,Flytraps Destroyed,フライトラップ撃破数,Fliegenfallen zerstört,Plantes carnivores détruites,Atrapamoscas Destruidas,Abocanhas Destruídas,Ловушки-мухоловки уничтожены,Piante Carnivore Distrutte,捕蠅草已摧毀,已摧毁捕蝇草,파리지옥 파괴됨,Zniszczone Muchołapki,Знищено Венерині Мухоловки,Vliegenvallen Vernietigd,Yakalayıcı Bitkiler Yok Edildi
L_QUESTNAME_VILEPLUMES,,Vile Plumes,邪悪な羽飾り,Üble Federn,Plumes Infâmes,Plumas Viles,Plumas Vis,Мерзкие Перья,Piume Vili,邪惡羽毛,邪恶的羽团,사악한 깃털,Plugawe Pióra,Мерзенне Пір'я,Verdorven Pluimen,Kötücül Tüyler
L_QUESTDESC_VILEPLUMES,,Destroy the poisonous spore plumes in this Realm to protect humanity.,人類を守るため、この領域に存在する毒性の胞子雲を破壊せよ。,"Zerstöre die giftigen Sporenwolken in diesem Reich, um die Menschheit zu schützen.",Détruisez les panaches de spores toxiques dans ce Royaume pour protéger l'humanité.,Destruye las columnas de esporas venenosas en este Reino para proteger a la humanidad.,Destrua as plumas de esporos venenosos neste Reino para proteger a humanidade.,"Уничтожьте ядовитые споровые облака в этом Мире, чтобы защитить человечество.",Distruggi le nubi di spore velenose in questo Regno per proteggere l'umanità.,摧毀此界域中的毒孢子叢，以保護人類。,摧毁此领域中的毒性孢子羽团以保护人类。,인류를 보호하기 위해 이 영역에 있는 독성 포자 기둥을 파괴하세요.,"Zniszcz trujące kłęby zarodników w tym Królestwie, aby chronić ludzkość.","Знищіть отруйні спорові хмари в цьому Світі, щоб захистити людство.",Vernietig de giftige sporenpluimen in dit Rijk om de mensheid te beschermen.,Zehirli spor bulutlarını bu Diyar'da yok ederek insanlığı koru.
L_ITEMREQ_VILEPLUMES,,Spore Plumes Destroyed,胞子の柱を破壊した,Sporenwolken zerstört,Plumes de Spores Détruites,Plumas de Esporas Destruidas,Plumas de Esporos Destruídas,Споровые Наросты Уничтожены,Spore Plumes Distrutti,孢子叢已摧毀,已摧毁孢子羽团,포자 기둥 파괴됨,Zniszczone Zarodnikowe Kłęby,Спорові Хмари Знищено,Spore Pluimen Vernietigd,Spor Bulutları Yok Edildi
L_QUESTNAME_DARKSOULS,,Dark Souls,ダークソウル,Dark Souls,Dark Souls,Dark Souls,Dark Souls,Dark Souls,Dark Souls,黑暗靈魂,黑暗之魂,다크 소울,Dark Souls,Темні Душі,Dark Souls,Karanlık Ruhlar
L_QUESTDESC_DARKSOULS,,Find and examine blood stains in this Realm to find out the cause of their owner's death.,この世界で血痕を見つけて調べ、その持ち主の死因を突き止めよう。,"Finde und untersuche Blutflecken in diesem Reich, um die Todesursache ihres Besitzers herauszufinden.",Trouvez et examinez les taches de sang dans ce Royaume pour découvrir la cause de la mort de leur propriétaire.,Encuentra y examina las manchas de sangre en este Reino para descubrir la causa de la muerte de su dueño.,Encontre e examine manchas de sangue neste Reino para descobrir a causa da morte de seus donos.,"Найдите и исследуйте пятна крови в этом Мире, чтобы выяснить причину смерти их владельца.",Trova ed esamina le macchie di sangue in questo Regno per scoprire la causa della morte del loro proprietario.,在這個境域中尋找並檢視血跡，以查明血跡主人的死因。,在这个领域中寻找并检查血迹，以查明其主人死亡的原因。,이 영역에서 혈흔을 찾아 조사하여 그 주인의 죽음의 원인을 알아내세요.,"Znajdź i zbadaj plamy krwi w tym Królestwie, aby odkryć przyczynę śmierci ich właściciela.","Знайдіть та дослідіть плями крові в цьому Світі, щоб дізнатися причину смерті їхнього власника.",Vind en onderzoek bloedvlekken in dit Rijk om de doodsoorzaak van hun eigenaar te achterhalen.,Ölüm nedenini öğrenmek için bu Diyar'daki kan lekelerini bulup incele.
L_ITEMREQ_DARKSOULS,,Blood Stains Examined,血痕を調べた,Blutspuren untersucht,Taches de Sang Examinées,Manchas de Sangre Examinadas,Manchas de Sangue Examinadas,Следы крови изучены,Macchie di Sangue Esaminate,血跡檢查完畢,已检查血迹,혈흔 조사 완료,Zbadane Plamy Krwi,Плями крові оглянуто,Bloedvlekken Onderzocht,Kan Lekeleri İncelendi
L_QUESTNAME_PURIFYINGTHETEMPLE,,Purifying the Temple,神殿の浄化,Den Tempel reinigen,Purification du Temple,Purificando el Templo,Purificando o Templo,Очищение Храма,Purificazione del Tempio,淨化神廟,净化神庙,사원 정화하기,Oczyszczanie Świątyni,Очищення Храму,De Tempel Zuiveren,Tapınağı Arındırma
L_QUESTDESC_PURIFYINGTHETEMPLE,,Find a corrupted temple in this Realm and destroy its master.,今の世界で腐敗した寺院を見つけ、その主を倒せ。,Finde einen verdorbenen Tempel in diesem Reich und vernichte seinen Meister.,Trouvez un temple corrompu dans ce Royaume et détruisez son maître.,Encuentra un templo corrupto en este Reino y destruye a su maestro.,Encontre um templo corrompido neste Reino e destrua seu mestre.,Найдите оскверненный храм в этом Мире и уничтожьте его хозяина.,Trova un tempio corrotto in questo Regno e distruggi il suo padrone.,在這個境界中找到一座腐化的神廟並消滅其主人。,在这个领域中找到一座腐化神庙并消灭其主人。,이 영역에서 타락한 사원을 찾아 그곳의 주인을 파괴하라.,Znajdź skażoną świątynię w tym Królestwie i zniszcz jej władcę.,Знайдіть спотворений храм у цьому Світі та знищіть його господаря.,Vind een verdorven tempel in dit Rijk en vernietig de meester ervan.,Bozulmuş bir tapınağı bu Diyar'da bulun ve efendisini yok edin.
L_ITEMREQ_PURIFYINGTHETEMPLE,,Temple Cleansed,神殿浄化,Tempel gereinigt,Temple purifié,Templo Purificado,Templo Purificado,Храм Очищен,Tempio Purificato,神廟淨化,已净化神庙,정화된 사원,Świątynia Oczyszczona,Храм Очищено,Tempel Gezuiverd,Tapınak Temizlendi
L_QUESTNAME_NATURALCLEANSING,,Natural Cleansing,ナチュラル・クレンジング,Natürliche Reinigung,Purification Naturelle,Purificación Natural,Purificação Natural,Естественное Очищение,Purificazione Naturale,自然淨化,自然净化,자연 정화,Naturalne Oczyszczenie,Природне Очищення,Natuurlijke Zuivering,Doğal Arınma
L_QUESTDESC_NATURALCLEANSING,,Find and cleanse the cursed obelisks in this Realm.,この世界に存在する呪われたオベリスクを見つけ、浄化せよ。,Finde und reinige die verfluchten Obelisken in diesem Reich.,Trouvez et purifiez les obélisques maudits dans ce Royaume.,Encuentra y purifica los obeliscos malditos en este Reino.,Encontre e purifique os obeliscos amaldiçoados neste Reino.,Найдите и очистите проклятые обелиски в этом Мире.,Trova e purifica gli obelischi maledetti in questo Regno.,找出並淨化這個領域中的詛咒方尖碑。,找到并净化这个领域中被诅咒的方尖碑。,이 영역에 있는 저주받은 방첨탑을 찾아 정화하세요.,Znajdź i oczyść przeklęte obeliski w tym Królestwie.,Знайдіть і очистіть прокляті обеліски в цьому Світі.,Vind en zuiver de vervloekte obelisken in dit Rijk.,Lanetli dikilitaşları bu Diyar'da bul ve arındır.
L_ITEMREQ_NATURALCLEANSING,,Obelisks Cleansed,オベリスク浄化完了,Gereinigte Obelisken,Obélisques Purifiés,Obeliscos Purificados,Obeliscos Purificados,Очищенные обелиски,Obelischi Purificati,淨化的方尖碑,已净化方尖碑,정화된 오벨리스크,Oczyszczone Obeliski,Очищені обеліски,Obelisken Gezuiverd,Temizlenen Dikilitaşlar
L_QUESTNAME_FINDERSKEEPERS,,Finders Keepers,拾得者の所有,"Wer findet, darf behalten",Trouvaille Possession,Quien lo encuentra se lo queda,Achado não é roubado,Нашел — твое,Chi trova tiene,拾者有份,谁找到就归谁,발견자가 임자,Znalezione nie kradzione,"Хто знайшов, того й здобич",Wie vindt mag houden,Bulanın Malı
L_QUESTDESC_FINDERSKEEPERS,,Find piles of treasure to bolster {CASTLENAME}'s economy.,財宝の山を見つけて{CASTLENAME}の経済を強化しましょう。,"Finde Schatzhaufen, um die Wirtschaft von {CASTLENAME} zu stärken.",Trouvez des tas de trésors pour renforcer l'économie de {CASTLENAME}.,Encuentra montones de tesoro para reforzar la economía de {CASTLENAME}.,Encontre pilhas de tesouro para fortalecer a economia de {CASTLENAME}.,"Найдите кучи сокровищ, чтобы укрепить экономику {CASTLENAME}.",Trova cumuli di tesori per rafforzare l'economia di {CASTLENAME}.,尋找寶藏堆來增強{CASTLENAME}的經濟。,在这个领域中寻找并洗劫贮存宝藏。,보물 더미를 찾아 {CASTLENAME}의 경제를 강화하세요.,"Znajdź stosy skarbów, aby wzmocnić gospodarkę {CASTLENAME}.","Знайдіть купи скарбів, щоб зміцнити економіку {CASTLENAME}.",Vind stapels schatten om de economie van {CASTLENAME} te versterken.,Ekonomiyi güçlendirmek için {CASTLENAME}'in hazine yığınlarını bul.
L_ITEMREQ_FINDERSKEEPERS,,Treasure Found,宝物発見,Schatz gefunden,Trésor trouvé,Tesoro Encontrado,Tesouro Encontrado,Найдено сокровище,Tesoro Trovato,寶藏發現,已找到贮藏物,보물 발견,Znaleziono skarb,Знайдено скарб,Schat Gevonden,Hazine Bulundu
L_QUESTNAME_GIFTFORAEOLIAN,,Gift For Aeolian,エオリアンへの贈り物,Geschenk für Aeolian,Cadeau Pour Aeolian,Regalo Para Aeolian,Presente Para Aeolian,Подарок для Эолиана,Dono Per Aeolian,給艾奧利安的禮物,给伊欧利安的礼物,에올리안을 위한 선물,Prezent Dla Aeoliana,Подарунок для Еоліана,Geschenk Voor Aeolian,Aeolian İçin Hediye
L_QUESTDESC_GIFTFORAEOLIAN,,Find and collect a golden feather to appease {GOD_GRASSLAND}.,黄金の羽を見つけて集め、{GOD_GRASSLAND}を鎮めよう。,"Finde und sammle eine goldene Feder, um {GOD_GRASSLAND} zu besänftigen.",Trouvez et collectez une plume dorée pour apaiser {GOD_GRASSLAND}.,Encuentra y recoge una pluma dorada para apaciguar a {GOD_GRASSLAND}.,Encontre e colete uma pena dourada para apaziguar {GOD_GRASSLAND}.,"Найдите и соберите золотое перо, чтобы умилостивить {GOD_GRASSLAND}.",Trova e raccogli una piuma dorata per placare {GOD_GRASSLAND}.,尋找並收集一根金色羽毛來安撫{GOD_GRASSLAND}。,寻找并收集一根金色羽毛以安抚{GOD_GRASSLAND}。,황금 깃털을 찾아 수집하여 {GOD_GRASSLAND}을(를) 달래세요.,"Znajdź i zbierz złote pióro, aby przebłagać {GOD_GRASSLAND}.","Знайдіть і зберіть золоте перо, щоб умилостивити {GOD_GRASSLAND}.",Vind en verzamel een gouden veer om {GOD_GRASSLAND} tevreden te stellen.,Altın bir tüy bulup {GOD_GRASSLAND}'ı yatıştırmak için toplayın.
L_ITEMREQ_GIFTFORAEOLIAN,,Golden Feather,黄金の羽,Goldene Feder,Plume d'Or,Pluma Dorada,Pena Dourada,Золотое Перо,Piuma Dorata,黃金羽毛,金色羽毛,황금 깃털,Złote Pióro,Золоте Перо,Gouden Veer,Altın Tüy
L_QUESTNAME_RESTORINGBALANCE,,Restoring Balance,バランスの回復,Gleichgewicht wiederherstellen,Restaurer l'Équilibre,Restaurando el Equilibrio,Restaurando o Equilíbrio,Восстановление Баланса,Ripristinare l'Equilibrio,恢復平衡,恢复平衡,균형 회복,Przywracanie Równowagi,Відновлення Балансу,Herstel van Evenwicht,Dengeyi Yeniden Sağlama
L_QUESTDESC_RESTORINGBALANCE,,Find and cleanse the corrupted totems in this Realm.,この世界で汚染されたトーテムを見つけて浄化せよ。,Finde und reinige die verdorbenen Totems in diesem Reich.,Trouvez et purifiez les totems corrompus dans ce Royaume.,Encuentra y purifica los tótems corrompidos en este Reino.,Encontre e purifique os totens corrompidos neste Reino.,Найдите и очистите оскверненные тотемы в этом Мире.,Trova e purifica i totem corrotti in questo Regno.,在這個境界中找到並淨化被污染的圖騰。,找到并净化这个领域中的腐化图腾。,이 영역에 있는 오염된 토템들을 찾아 정화하세요.,Znajdź i oczyść skażone totemy w tym Królestwie.,Знайдіть і очистіть спотворені тотеми в цьому Світі.,Vind en zuiver de corrupte totems in dit Rijk.,Bozulmuş totemleri bu Diyar'da bul ve arındır.
L_ITEMREQ_RESTORINGBALANCE,,Totems Cleansed,トーテム浄化完了,Gereinigte Totems,Totems purifiés,Tótems Purificados,Totens Purificados,Тотемы Очищены,Totem Purificati,淨化的圖騰,已净化图腾,정화된 토템,Oczyszczone Totemy,Тотеми Очищені,Totems Gezuiverd,Arındırılmış Totemler
L_QUESTNAME_QUENCHINGCURIOSITY,,Quenching Curiosity,好奇心を満たす,Wissensdurst stillen,Étancher la Curiosité,Saciando la Curiosidad,Saciando a Curiosidade,Утоление Любопытства,Placare la Curiosità,解渴的好奇心,探索渴望,호기심 해소,Zaspokajanie Ciekawości,Втамування Цікавості,Nieuwsgierigheid Lessen,Merakı Gidermek
