Tag,Notes,English,Japanese,German,French,Spanish,Portuguese,Russian,Italian,Chinese (Traditional),Chinese (Simplified),Korean,Polish,Ukrainian,Dutch,Turkish
L_OW_SQUASH_RESULT9,,"As it turns out, you managed to annoy the surrounding creatures as well. They don't look very friendly.",どうやら、周囲の生物たちまで怒らせてしまったようだ。彼らは友好的には見えない。,"Wie sich herausstellt, hast du auch die umliegenden Kreaturen verärgert. Sie sehen nicht sehr freundlich aus.",Il s'avère que vous avez également réussi à agacer les créatures environnantes. Elles n'ont pas l'air très amicales.,Resulta que también lograste molestar a las criaturas de los alrededores. No parecen muy amigables.,"Pelo visto, você conseguiu irritar as criaturas ao redor também. Elas não parecem muito amigáveis.","Похоже, вам удалось разозлить и окружающих существ. Они не выглядят дружелюбными.","A quanto pare, sei riuscito a infastidire anche le creature circostanti. Non sembrano molto amichevoli.",結果，你也惹惱了周圍的生物。牠們看起來不太友善。,事实证明，你也惹恼了周围的生物。它们看起来并不友好。,"알고 보니, 당신은 주변의 생물들도 짜증나게 만들었군요. 그들은 별로 우호적으로 보이지 않습니다.","Jak się okazuje, udało ci się zirytować również okoliczne stworzenia. Nie wyglądają zbyt przyjaźnie.","Як виявилося, вам вдалося роздратувати і навколишніх істот. Вони не виглядають дуже дружніми.","Zoals blijkt, is het je gelukt om ook de omringende wezens te irriteren. Ze zien er niet erg vriendelijk uit.","Meğerse, etraftaki yaratıkları da kızdırmayı başarmışsın. Pek dost canlısı görünmüyorlar."
L_OW_GODALTAR_SHOP,,Shop: I've come to offer my Emblems in exchange for items.,ショップ：私は紋章とアイテムを交換するためにやってきました。,"Laden: Ich bin gekommen, um meine Embleme gegen Gegenstände einzutauschen.",Boutique : Je suis venu proposer mes Emblèmes en échange d'objets.,Tienda: He venido a ofrecer mis Emblemas a cambio de objetos.,Loja: Vim oferecer meus Emblemas em troca de itens.,Магазин: Я пришёл предложить свои Эмблемы в обмен на предметы.,Negozio: Sono venuto a offrire i miei Emblemi in cambio di oggetti.,商店：我來提供我的紋章，以換取物品。,商店：我来提供徽章，以换取物品。,상점: 아이템과 교환할 문장을 가져왔습니다.,"Sklep: Przybyłem, by zaoferować moje Emblematy w zamian za przedmioty.",Магазин: Я прийшов запропонувати свої Емблеми в обмін на предмети.,Winkel: Ik ben gekomen om mijn Emblemen aan te bieden in ruil voor voorwerpen.,Dükkan: Eşyalar karşılığında Amblemlerimi sunmaya geldim.
L_OW_GODALTAR_DONATE,,Donate: I'd like to make a donation to receive your Favor. (1000 {1}),寄付: あなたの恩恵を受けるために寄付をしたいと思います。(1000 {1}),"Spenden: Ich möchte eine Spende machen, um Eure Gunst zu erhalten. (1000 {1})",Faire un don : J'aimerais faire un don pour recevoir votre Faveur. (1000 {1}),Donar: Me gustaría hacer una donación para recibir tu Favor. (1000 {1}),Doar: Gostaria de fazer uma doação para receber seu Favor. (1000 {1}),"Пожертвовать: Я хотел бы сделать пожертвование, чтобы получить вашу Благосклонность. (1000 {1})",Dona: Vorrei fare una donazione per ricevere il tuo Favore. (1000 {1}),捐獻：我想要捐獻以獲得您的青睞。（1000 {1}）,捐赠：我想捐赠以获得你的恩惠。（1000{1}）,기부: 당신의 호의를 받기 위해 기부하고 싶습니다. (1000 {1}),"Ofiaruj: Chciałbym złożyć datek, aby otrzymać twoją Przychylność. (1000 {1})","Пожертвувати: Я хотів би зробити пожертву, щоб отримати вашу Прихильність. (1000 {1})",Doneren: Ik zou graag een donatie willen doen om uw Gunst te ontvangen. (1000 {1}),Bağış: Lütfunuzu kazanmak için bağış yapmak istiyorum. (1000 {1})
L_OW_GODALTAR_BLESSINGS,,Blessings: Show me a list of blessings you've granted me.,祝福：あなたが私に与えた祝福のリストを見せてください。,"Segnungen: Zeige mir eine Liste der Segnungen, die du mir gewährt hast.",Bénédictions : Montrez-moi une liste des bénédictions que vous m'avez accordées.,Bendiciones: Muéstrame una lista de bendiciones que me has concedido.,Bênçãos: Mostre-me uma lista de bênçãos que você me concedeu.,"Благословения: Покажи мне список благословений, которые ты мне даровал.",Benedizioni: Mostrami un elenco delle benedizioni che mi hai concesso.,祝福：顯示你賜予我的祝福清單。,祝福：请向我展示你赐予我的祝福列表。,축복: 당신이 나에게 내려준 축복 목록을 보여주세요.,"Błogosławieństwa: Pokaż mi listę błogosławieństw, które mi udzieliłeś.","Благословення: Покажи мені список благословень, які ти мені дарував.",Zegeningen: Toon me een lijst van zegeningen die je me hebt geschonken.,Nimetler: Bana bahşettiğin nimetlerin bir listesini göster.
L_OW_GODALTAR_BYE,,Farewell!,さようなら！,Leb wohl!,Adieu !,¡Adiós!,Adeus!,Прощай!,Addio!,再見！,再见！,작별 인사!,Żegnaj!,Прощавай!,Vaarwel!,Hoşça kal!
L_OW_GODALTAR_GREETING_LIFE,,"Through darkness comes light. It is good of you to come here, my child. What brings you to my altar on this day?",闇を通して光が訪れる。よくぞここに来てくれた、我が子よ。今日、何の用で私の祭壇を訪れたのだ？,"Durch Dunkelheit kommt Licht. Es ist gut, dass du hierher gekommen bist, mein Kind. Was führt dich an diesem Tag zu meinem Altar?","À travers les ténèbres vient la lumière. C'est bien à toi d'être venu ici, mon enfant. Qu'est-ce qui t'amène à mon autel en ce jour ?","A través de la oscuridad viene la luz. Es bueno que hayas venido aquí, hijo mío. ¿Qué te trae a mi altar en este día?","Através da escuridão vem a luz. É bom que tenha vindo aqui, minha criança. O que te traz ao meu altar neste dia?","Сквозь тьму приходит свет. Хорошо, что ты пришёл сюда, дитя моё. Что привело тебя к моему алтарю в этот день?","Attraverso l'oscurità giunge la luce. È un bene che tu sia venuto qui, figlio mio. Cosa ti porta al mio altare in questo giorno?",黑暗中透出光明。孩子，你能來到這裡真是太好了。今日是什麼原因讓你來到我的祭壇前？,黑暗中迎来光明。孩子，你能来到这里真是太好了。今天是什么事让你来到我的祭坛？,"어둠을 통해 빛이 옵니다. 이곳에 와주셔서 고맙습니다, 내 아이여. 오늘 내 제단에 무슨 일로 오셨나요?","Przez ciemność przychodzi światło. To dobrze, że tu przyszedłeś, moje dziecko. Co sprowadza cię do mojego ołtarza tego dnia?","Крізь темряву приходить світло. Добре, що ти прийшов сюди, дитя моє. Що привело тебе до мого вівтаря цього дня?","Door duisternis komt licht. Het is goed dat je hier bent gekomen, mijn kind. Wat brengt je vandaag naar mijn altaar?","Karanlıktan ışık doğar. Buraya gelmen çok iyi oldu, evladım. Bu gün seni sunağıma getiren nedir?"
L_OW_GODALTAR_GREETING_DEATH,,"May the darkness guide you, {PLAYERNAME}. What is it you need?",闇があなたを導きますように、{PLAYERNAME}。何が必要ですか？,"Möge die Dunkelheit dich führen, {PLAYERNAME}. Was brauchst du?","Que les ténèbres te guident, {PLAYERNAME}. De quoi as-tu besoin ?","Que la oscuridad te guíe, {PLAYERNAME}. ¿Qué necesitas?","Que a escuridão te guie, {PLAYERNAME}. O que você precisa?","Да направит тебя тьма, {PLAYERNAME}. Что тебе нужно?","Translator: Che l'oscurità ti guidi, {PLAYERNAME}. Di cosa hai bisogno?",願黑暗指引你，{PLAYERNAME}。你需要什麼？,愿黑暗指引你，{PLAYERNAME}。你需要什么？,"어둠이 당신을 인도하길, {PLAYERNAME}. 무엇이 필요하신가요?","Niech ciemność cię prowadzi, {PLAYERNAME}. Czego potrzebujesz?","Нехай темрява веде тебе, {PLAYERNAME}. Що тобі потрібно?","Moge de duisternis je leiden, {PLAYERNAME}. Wat heb je nodig?","Karanlık sana yol göstersin, {PLAYERNAME}. Neye ihtiyacın var?"
L_OW_GODALTAR_GREETING_CHAOS,,"Greetings! You've come all this way just to pay me a visit, eh? What can I do for you?",こんにちは！わざわざ私に会いに来てくれたのかい？何か手伝えることはある？,"Grüße! Du bist den ganzen Weg gekommen, nur um mir einen Besuch abzustatten, ja? Was kann ich für dich tun?","Salutations ! Tu as fait tout ce chemin juste pour me rendre visite, hein ? Que puis-je faire pour toi ?","¡Saludos! Has venido desde tan lejos solo para visitarme, ¿eh? ¿Qué puedo hacer por ti?","Saudações! Você veio de tão longe só para me visitar, hein? O que posso fazer por você?","Приветствую! Ты проделал весь этот путь только чтобы навестить меня, а? Чем я могу тебе помочь?","Saluti! Hai fatto tutta questa strada solo per farmi visita, eh? Cosa posso fare per te?",問候！你大老遠跑來就是為了拜訪我，是嗎？我能為你做些什麼？,你好！你大老远跑来就是为了看我一眼，是吧？我能为你做些什么？,"안녕하세요! 날 만나러 여기까지 오셨군요, 그렇죠? 무엇을 도와드릴까요?","Witaj! Przebyłeś całą tę drogę tylko po to, by złożyć mi wizytę, co? W czym mogę ci pomóc?","Вітаю! Ти подолав весь цей шлях лише для того, щоб відвідати мене, га? Чим я можу тобі допомогти?","Gegroet! Je bent helemaal hierheen gekomen alleen om mij te bezoeken, hè? Wat kan ik voor je doen?","Selamlar! Sadece beni ziyaret etmek için tüm bu yolu geldin, öyle mi? Senin için ne yapabilirim?"
L_OW_GODALTAR_GREETING_SORCERY,,"All men desire knowledge, but few are wary enough to seize it without unmaking themselves. Are you the exception?",すべての者は知識を求めるが、自らを壊すことなくそれを手に入れられるほど用心深い者はほとんどいない。あなたは例外なのか？,"Alle Menschen begehren Wissen, doch nur wenige sind vorsichtig genug, es zu ergreifen, ohne sich selbst zu zerstören. Bist du die Ausnahme?","Tous les hommes désirent le savoir, mais peu sont assez prudents pour s'en emparer sans se défaire eux-mêmes. Êtes-vous l'exception ?","Todos los hombres desean conocimiento, pero pocos son lo bastante cautelosos para obtenerlo sin destruirse a sí mismos. ¿Eres tú la excepción?","Todos os homens desejam conhecimento, mas poucos são cautelosos o suficiente para obtê-lo sem se desfazerem. Você é a exceção?","Все люди жаждут знаний, но лишь немногие достаточно осторожны, чтобы овладеть ими, не разрушив себя. Ты — исключение?","Tutti gli uomini bramano la conoscenza, ma pochi sono abbastanza cauti da afferrarla senza disfarsi di sé stessi. Sei tu l'eccezione?",所有人都渴望知識，但很少有人足夠謹慎，能在不毀滅自己的情況下獲取知識。你會是那個例外嗎？,所有人都渴望知识，但很少有人足够谨慎，能在不毁灭自己的情况下获取它。你会是那个例外吗？,"모든 사람은 지식을 갈망하지만, 자신을 파멸시키지 않고 그것을 얻을 만큼 신중한 이는 거의 없다. 당신이 그 예외인가?","Wszyscy ludzie pragną wiedzy, lecz niewielu jest dość ostrożnych, by ją posiąść, nie niszcząc samych siebie. Czy ty jesteś wyjątkiem?","Усі люди прагнуть знань, але мало хто достатньо обережний, щоб заволодіти ними, не знищивши себе. Чи ти є винятком?","Alle mensen verlangen naar kennis, maar weinigen zijn behoedzaam genoeg om deze te grijpen zonder zichzelf te vernietigen. Ben jij de uitzondering?","Tüm insanlar bilgiyi arzular, ancak çok azı kendilerini yok etmeden onu ele geçirecek kadar temkinlidir. Sen istisna mısın?"
L_OW_GODALTAR_GREETING_NATURE,,"Welcome to my altar, little one! Why have you called upon me?",私の祭壇へようこそ、小さな者よ！なぜ私を呼び出したのかな？,"Willkommen an meinem Altar, Kleines! Warum hast du mich gerufen?","Bienvenue à mon autel, petit être ! Pourquoi m'as-tu invoqué ?","Bienvenido a mi altar, pequeño. ¿Por qué me has invocado?","Bem-vindo ao meu altar, pequenino! Por que você me invocou?","Добро пожаловать к моему алтарю, малыш! Зачем ты призвал меня?","Benvenuto al mio altare, piccolo! Perché mi hai invocato?",歡迎來到我的祭壇，小傢伙！你為何呼喚我？,欢迎来到我的祭坛，小家伙！你为何召唤我？,"내 제단에 어서 오렴, 꼬마야! 왜 날 불렀니?","Witaj przy moim ołtarzu, maleńki! Dlaczego mnie wezwałeś?","Вітаю біля мого вівтаря, малечо! Чому ти мене покликав?","Welkom bij mijn altaar, kleintje! Waarom heb je mij aangeroepen?","Sunak'ıma hoş geldin, küçük! Beni neden çağırdın?"
L_OW_GODALTAR_GREETING_DUNGEON,,HELLO.,こんにちは。,HALLO.,BONJOUR.,HOLA.,OLÁ.,ПРИВЕТ.,CIAO.,你好。,你-好-。,안녕하세요.,WITAJ.,ПРИВІТ.,HALLO.,MERHABA.
L_OW_GODALTAR_GREETING_GRASSLAND,,"It is good to see you again, {PLAYERNAME}. What news do you bring?",また会えて嬉しいよ、{PLAYERNAME}。何か知らせはあるかい？,"Es ist schön, dich wiederzusehen, {PLAYERNAME}. Welche Neuigkeiten bringst du?","C'est bon de te revoir, {PLAYERNAME}. Quelles nouvelles apportes-tu ?","Es bueno verte de nuevo, {PLAYERNAME}. ¿Qué noticias traes?","É bom vê-lo novamente, {PLAYERNAME}. Que notícias você traz?","Рад снова видеть тебя, {PLAYERNAME}. Какие новости ты принёс?","È bello rivederti, {PLAYERNAME}. Quali notizie porti?",很高興再次見到你，{PLAYERNAME}。你帶來了什麼消息？,很高兴再次见到你，{PLAYERNAME}。你带来了什么消息？,"다시 만나서 반갑네, {PLAYERNAME}. 무슨 소식을 가져왔나?","Dobrze cię znów widzieć, {PLAYERNAME}. Jakie wieści przynosisz?","Приємно знову тебе бачити, {PLAYERNAME}. Які новини ти приніс?","Het is goed je weer te zien, {PLAYERNAME}. Welk nieuws breng je?","Seni tekrar görmek güzel, {PLAYERNAME}. Ne haberler getirdin?"
L_OW_GODALTAR_GREETING_WINTER,,"You seem to be doing quite well for yourself, {PLAYERNAME}. Why have you come upon my altar?",あなたはなかなか上手くやっているようですね、{PLAYERNAME}。なぜ私の祭壇に来られたのですか？,"Du scheinst es dir recht gut gehen zu lassen, {PLAYERNAME}. Warum bist du zu meinem Altar gekommen?","Tu sembles te débrouiller plutôt bien, {PLAYERNAME}. Pourquoi es-tu venu à mon autel ?","Parece que te va bastante bien, {PLAYERNAME}. ¿Por qué has venido a mi altar?","Você parece estar se saindo muito bem, {PLAYERNAME}. Por que você veio ao meu altar?","Похоже, у тебя всё идёт неплохо, {PLAYERNAME}. Почему ты пришёл к моему алтарю?","Sembri cavartela piuttosto bene, {PLAYERNAME}. Perché ti sei avvicinato al mio altare?",你看起來過得不錯，{PLAYERNAME}。為何你來到我的祭壇前？,你看起来过得不错，{PLAYERNAME}。为何来到我的祭坛？,"당신은 꽤 잘 지내는 것 같군요, {PLAYERNAME}. 왜 내 제단에 오셨나요?","Wygląda na to, że całkiem nieźle sobie radzisz, {PLAYERNAME}. Dlaczego przybyłeś do mojego ołtarza?","Здається, у тебе все досить добре, {PLAYERNAME}. Чому ти прийшов до мого вівтаря?","Je lijkt het behoorlijk goed voor elkaar te hebben, {PLAYERNAME}. Waarom ben je naar mijn altaar gekomen?","Kendin için oldukça iyi gidiyor gibisin, {PLAYERNAME}. Neden sunak taşıma geldin?"
L_OW_GODALTAR_GREETING_ISLAND,,"Oi, great ta see ya aahhht n ab'aahhht. Wot can oi do for ya?",おい、外を歩いてるとこ見かけてよかったぜ。何か手伝えることあるか？,"Oi, schön dich hier draußen zu sehen. Was kann ich für dich tun?","Eh, c'est bon d'te voir par ici. Qu'est-ce que j'peux faire pour toi ?","Ey, qué bueno verte por aquí. ¿Qué puedo hacer por ti?","Oi, bom te ver por aí. O que posso fazer por ti?","Эй, рад видеть тебя на ногах и при делах. Чем могу помочь?","Ehi, bello vederti in giro. Che posso fare per te?",嘿，真高興看到你出門走動啊。我能為你做什麼呢？,哟，能在这儿见着你可真巧。说吧，想让我帮点啥事？,"어이, 밖에서 돌아다니는 널 보니 반갑네. 내가 뭘 도와줄까?","Ej, fajnie cię widzieć na mieście. Co mogę dla ciebie zrobić?","Ей, чудово бачити тебе на ногах. Шо я можу для тебе зробити?","Hé, fijn om je weer op pad te zien. Wat kan ik voor je doen?","Heyy, seni ortalarda görmek ne güzel. Senin için ne yapabilirim?"
L_OW_GODALTAR_GREETING_JUNGLE,,JUST MY !@#$ING LUCK - IT'S YOU AGAIN. WHAT THE !@#$ DO YOU WANT?,またお前かよ、ちくしょう！何が望みだ、くそったれ！？,EINFACH MEIN VERFL!@#$TES GLÜCK - DU SCHON WIEDER. WAS ZUM !@#$ WILLST DU?,"JUSTE MA PUTAIN DE CHANCE - C'EST ENCORE TOI. QU'EST-CE QUE TU VEUX, BORDEL ?",JUSTO MI !@#$IDA SUERTE - ERES TÚ OTRA VEZ. ¿QUÉ !@#$ QUIERES?,SIMPLESMENTE A MINHA SORTE DE M@#$A - É VOCÊ DE NOVO. O QUE DIABOS VOCÊ QUER?,ПРОСТО МОЁ !@#$АНОЕ ВЕЗЕНИЕ - СНОВА ТЫ. КАКОГО !@#$ ТЕБЕ НАДО?,PROPRIO LA MIA !@#$ICA FORTUNA - SEI DI NUOVO TU. CHE !@#$ VUOI?,真是我的 !@#$ING 運氣 - 又是你。你 !@#$ 的想要什麼？,真是我!@#$的运气， 又是你！你到底!@#$的想要什么？,젠장 내 운이 더럽게도 - 또 너냐. 뭘 원하는 거야?,AKURAT MOJE PI!@#$OLONE SZCZĘŚCIE - ZNOWU TY. CZEGO DO !@#$A CHCESZ?,ПРОСТО МОЄ !@#$АНЕ ЩАСТЯ - ЦЕ ЗНОВУ ТИ. ЯКОГО !@#$ ТОБІ ТРЕБА?,GEWOON MIJN K@#$ENDE GELUK - JIJ BENT HET WEER. WAT DE !@#$ WIL JE?,LANET ŞANSIMA - YİNE SEN. NE BOKTAN İSTİYORSUN?
L_OW_GODALTAR_GREETING_DESERT,,A keen eye unveils even the cleverest of illusions. What is it that you seek?,鋭い目は最も巧妙な幻影さえも暴く。あなたが求めるものは何か？,"Ein scharfes Auge enthüllt selbst die cleversten Illusionen. Was ist es, das du suchst?",Un œil avisé dévoile même les plus habiles des illusions. Que cherchez-vous ?,Un ojo agudo revela incluso las más ingeniosas ilusiones. ¿Qué es lo que buscas?,Um olhar atento revela até mesmo as mais astutas ilusões. O que é que você procura?,Острый глаз раскрывает даже самые хитрые иллюзии. Что именно ты ищешь?,Un occhio attento svela anche le più astute illusioni. Cosa cerchi?,敏銳的眼光能揭露最巧妙的幻象。你究竟在尋找什麼？,敏锐的眼光能揭示最巧妙的幻象。你究竟在寻找什么？,날카로운 눈은 가장 교묘한 환상도 드러냅니다. 당신이 찾는 것은 무엇인가요?,Bystre oko odkrywa nawet najsprytniejsze iluzje. Czego szukasz?,Гостре око розкриває навіть найхитріші ілюзії. Що саме ти шукаєш?,Een scherp oog onthult zelfs de slimste illusies. Wat is het dat je zoekt?,"Keskin bir göz, en kurnaz yanılsamaları bile ortaya çıkarır. Neyin peşindesin?"
L_OW_GODALTAR_GREETING_SPACE,,Humans often speak of killing time. Do they not see the irony of this pursuit?,人間はよく時間を潰すと言う。彼らはこの行為の皮肉に気づかないのだろうか？,"Menschen sprechen oft davon, Zeit totzuschlagen. Erkennen sie nicht die Ironie dieses Strebens?",Les humains parlent souvent de tuer le temps. Ne voient-ils pas l'ironie de cette quête ?,Los humanos a menudo hablan de matar el tiempo. ¿Acaso no ven la ironía de esta búsqueda?,Os humanos frequentemente falam em matar o tempo. Será que eles não percebem a ironia dessa busca?,Люди часто говорят об убийстве времени. Неужели они не видят иронии в этом стремлении?,Gli umani parlano spesso di ammazzare il tempo. Non vedono l'ironia di questa ricerca?,人類常常談論打發時間。難道他們看不見這種追求的諷刺之處嗎？,人类常常谈论消磨时间。难道他们看不到这种追求的讽刺之处吗？,인간들은 종종 시간을 죽인다고 말한다. 그들은 이런 행위의 아이러니를 보지 못하는 것일까?,Ludzie często mówią o zabijaniu czasu. Czy nie dostrzegają ironii w tym dążeniu?,Люди часто говорять про вбивство часу. Невже вони не бачать іронії цього заняття?,Mensen spreken vaak over het doden van tijd. Zien ze de ironie van dit streven niet?,İnsanlar sıklıkla zaman öldürmekten bahsederler. Bu uğraşın ironisini görmüyorlar mı?
L_OW_GODALTAR_GREETING_UNDERWATER,,"Welcome to my humble abode, {PLAYERNAME}! Care for a drink?",私の粗末な住まいへようこそ、{PLAYERNAME}！一杯いかがですか？,"Willkommen in meiner bescheidenen Behausung, {PLAYERNAME}! Möchtest du etwas trinken?","Bienvenue dans mon humble demeure, {PLAYERNAME} ! Voulez-vous boire quelque chose ?","Bienvenido a mi humilde morada, {PLAYERNAME}! ¿Te apetece una bebida?","Bem-vindo à minha humilde morada, {PLAYERNAME}! Aceita uma bebida?","Добро пожаловать в моё скромное жилище, {PLAYERNAME}! Не желаете ли выпить?","Benvenuto nella mia umile dimora, {PLAYERNAME}! Gradisci da bere?",歡迎來到我簡陋的住所，{PLAYERNAME}！要來一杯飲料嗎？,欢迎来到我简陋的住所，{PLAYERNAME}！要喝点什么吗？,"제 소박한 거처에 오신 것을 환영합니다, {PLAYERNAME}! 음료 한 잔 어떠세요?","Witaj w moim skromnym domu, {PLAYERNAME}! Napijesz się czegoś?","Ласкаво прошу до моєї скромної оселі, {PLAYERNAME}! Бажаєш випити?","Welkom in mijn bescheiden onderkomen, {PLAYERNAME}! Zin in een drankje?","Mütevazı evime hoş geldin, {PLAYERNAME}! Bir şeyler içmek ister misin?"
L_OW_GODALTAR_GREETING_FOREIGNKINGDOM,,"Good day, {PLAYERNAME}! Fight any interesting battles lately?",いい日だね、{PLAYERNAME}！最近、何か面白い戦いをした？,"Guten Tag, {PLAYERNAME}! Hast du in letzter Zeit irgendwelche interessanten Kämpfe bestritten?","Bonjour, {PLAYERNAME} ! Avez-vous livré des combats intéressants dernièrement ?","Buen día, {PLAYERNAME}! ¿Has tenido alguna batalla interesante últimamente?","Bom dia, {PLAYERNAME}! Lutou em alguma batalha interessante ultimamente?","Добрый день, {PLAYERNAME}! Участвовал в каких-нибудь интересных сражениях в последнее время?","Buon giorno, {PLAYERNAME}! Hai combattuto battaglie interessanti ultimamente?",日安，{PLAYERNAME}！最近有打過什麼有趣的戰鬥嗎？,日安，{PLAYERNAME}！最近有打过什么有趣的战斗吗？,"좋은 하루입니다, {PLAYERNAME}! 최근에 흥미로운 전투를 치르셨나요?","Dzień dobry, {PLAYERNAME}! Stoczyłeś ostatnio jakieś ciekawe bitwy?","Доброго дня, {PLAYERNAME}! Брали участь у якихось цікавих битвах останнім часом?","Goedendag, {PLAYERNAME}! Heb je de laatste tijd nog interessante gevechten meegemaakt?","İyi günler, {PLAYERNAME}! Son zamanlarda ilginç savaşlar yaptın mı?"
L_OW_GODALTAR_GREETING_CAVE,,"Come closer, and feel the warmth of my embrace.",もっと近くに来て、私の抱擁の温もりを感じなさい。,Komm näher und spüre die Wärme meiner Umarmung.,"Approche-toi, et ressens la chaleur de mon étreinte.","Acércate, y siente el calor de mi abrazo.",Aproxime-se e sinta o calor do meu abraço.,Подойди ближе и почувствуй тепло моих объятий.,"Avvicinati, e senti il calore del mio abbraccio.",靠近些，感受我擁抱的溫暖。,靠近些，感受我怀抱的温暖。,"더 가까이 와서, 내 품의 따스함을 느껴보세요.",Podejdź bliżej i poczuj ciepło mojego uścisku.,Підійди ближче і відчуй тепло моїх обіймів.,"Kom dichterbij, en voel de warmte van mijn omhelzing.",Yaklaş ve kucaklayışımın sıcaklığını hisset.
L_OW_GODALTAR_GREETING_GEM,,For what reason do you call upon me?,何の理由で私を呼び出したのか？,Aus welchem Grund rufst du mich an?,Pour quelle raison me convoques-tu ?,¿Por qué razón me has invocado?,Por qual razão você me chama?,Для какой причины ты взываешь ко мне?,Per quale motivo mi hai evocato?,你因何事呼喚我？,你因何事召唤我？,무슨 이유로 나를 부르는가?,Z jakiego powodu mnie wzywasz?,З якої причини ти мене кличеш?,Om welke reden roep je mij aan?,Beni ne sebeple çağırıyorsun?
L_OW_GODALTAR_GREETING_REACTOR,,"Let's cut to the chase. You're here to buy something from my shop. Great. Thanks for your patronage, blah blah blah.",本題に入りましょう。あなたは私の店で何かを買いに来たんですね。素晴らしい。ご愛顧ありがとうございます、云々かんぬん。,"Kommen wir gleich zur Sache. Du bist hier, um etwas in meinem Laden zu kaufen. Toll. Danke für deine Kundschaft, bla bla bla.","Allons droit au but. Vous êtes ici pour acheter quelque chose dans ma boutique. Super. Merci pour votre clientèle, bla bla bla.","Vamos al grano. Estás aquí para comprar algo de mi tienda. Genial. Gracias por tu patrocinio, bla bla bla.","Vamos direto ao ponto. Você está aqui para comprar algo da minha loja. Ótimo. Obrigado pelo seu patrocínio, blá blá blá.","Давайте перейдем к делу. Вы здесь, чтобы купить что-то в моем магазине. Отлично. Спасибо за вашу поддержку, бла-бла-бла.","Andiamo al sodo. Sei qui per comprare qualcosa dal mio negozio. Ottimo. Grazie per il tuo sostegno, bla bla bla.",長話短說吧。你來這是要在我店裡買東西的。很好。感謝惠顧，諸如此類的廢話。,长话短说吧。你来我店里是要买东西的。很好。感谢惠顾，云云。,"간단히 말하죠. 당신은 내 가게에서 뭔가를 사러 왔어요. 좋아요. 찾아주셔서 감사합니다, 블라블라블라.","Przejdźmy do rzeczy. Jesteś tu, żeby coś kupić w moim sklepie. Świetnie. Dzięki za wsparcie, bla bla bla.","Давайте перейдемо до справи. Ви тут, щоб купити щось у моєму магазині. Чудово. Дякую за вашу підтримку, бла-бла-бла.","Laten we ter zake komen. Je bent hier om iets te kopen in mijn winkel. Geweldig. Bedankt voor je klandizie, blablabla.","Hadi sadede gelelim. Dükkânımdan bir şey almak için buradasın. Harika. Müşterimiz olduğun için teşekkürler, falan filan."
L_OW_GODALTAR_GREETING_PURGATORY,,"It is good of you to come here, {PLAYERNAME}. To what do I owe the pleasure of your visit?",あなたがここに来てくれて嬉しいよ、{PLAYERNAME}。何のご用件かな？,"Es ist gut, dass du hierher gekommen bist, {PLAYERNAME}. Womit verdiene ich die Freude deines Besuchs?","C'est aimable à vous de venir ici, {PLAYERNAME}. À quoi dois-je le plaisir de votre visite ?","Es bueno que hayas venido aquí, {PLAYERNAME}. ¿A qué debo el placer de tu visita?","É bom que tenha vindo aqui, {PLAYERNAME}. A que devo o prazer da sua visita?","Хорошо, что вы пришли сюда, {PLAYERNAME}. Чему я обязан удовольствием вашего визита?","È un bene che tu sia venuto qui, {PLAYERNAME}. A cosa devo il piacere della tua visita?",很高興你能來到這裡，{PLAYERNAME}。我有何榮幸能獲得你的拜訪？,你能来这里真是太好了，{PLAYERNAME}。我有何荣幸能得到你的拜访？,"여기 와주셔서 고맙습니다, {PLAYERNAME}. 무슨 일로 찾아오셨나요?","Dobrze, że przyszedłeś tutaj, {PLAYERNAME}. Czemu zawdzięczam przyjemność twojej wizyty?","Це дуже добре, що ти прийшов сюди, {PLAYERNAME}. Чим я завдячую задоволенню від твого візиту?","Het is goed dat je hier bent gekomen, {PLAYERNAME}. Waaraan heb ik het genoegen van je bezoek te danken?","Buraya gelmen çok iyi, {PLAYERNAME}. Ziyaretinin verdiği mutluluğu neye borçluyum?"
