line,english,german,issues,reviewed,replacement
306,"Hunters are nomadic creatures that travel around the world on the backs of great wolves. The bond between the rider and its mount is established from a young age, and they generally do not separate until one of them dies. All of them follow the ideals of Meraxis, which are not too clear to most humans and other intelligent species, and the God of Bliss grants them special powers in exchange, like the Faith Hunter's ability to bring its allies back to life.","Jäger sind nomadische Wesen, die auf dem Rücken großer Wölfe durch die Welt reisen. Die Bindung zwischen dem Reiter und seinem Reittier wird bereits in jungen Jahren hergestellt, und sie trennen sich in der Regel nicht, bis einer von ihnen stirbt. Alle folgen den Idealen von Meraxis, die für die meisten Menschen und andere intelligente Spezies nicht allzu klar sind, und der Gott der Glückseligkeit gewährt ihnen im Gegenzug besondere Kräfte, wie die Fähigkeit des Glaubensjägers, seine Verbündeten wieder zum Leben zu erwecken.",TERM:Creatures->Kreaturen,,
314,"This one-eyed creature specializes in battlefield analysis and threat detection. In order to keep its voice in shape so that its warnings in battle are loud and clear, it devotes part of its free time to singing songs about the beauty of nature that are not fully appreciated by his comrades-in-arms of the Diabolic Horde.","Dieses einäugige Wesen ist auf Schlachtfeldanalyse und Bedrohungserkennung spezialisiert. Um seine Stimme in Form zu halten, damit seine Warnungen im Kampf laut und deutlich sind, widmet es einen Teil seiner Freizeit dem Singen von Liedern über die Schönheit der Natur, die von seinen Waffenbrüdern der Diabolischen Horde nicht vollständig gewürdigt werden.",TERM:Creature->Kreatur,,
326,"From the Faraway Enclave, the Priests spread by land, sea and air to bring peace to the different nations of the world. The mere presence of these creatures can calm the angriest hearts. The ongoing wars quickly stopped, and the humans established their first kingdoms. But how long would that fictitious peace last?\n\nThe Water Priest can alter the course of a river to temporarily direct it to drought-stricken lands.","Vom Fernen Enklave aus verbreiteten sich die Priester zu Land, zu Wasser und in der Luft, um den verschiedenen Nationen der Welt Frieden zu bringen. Die bloße Anwesenheit dieser Wesen kann die zornigsten Herzen besänftigen. Die andauernden Kriege hörten schnell auf, und die Menschen gründeten ihre ersten Königreiche. Doch wie lange würde dieser fiktive Frieden anhalten?\n\nDer Wasserpriester kann den Lauf eines Flusses verändern, um ihn vorübergehend in von Dürre betroffene Gebiete zu leiten.",TERM:Creatures->Kreaturen,,
365,"The Apis lived in the kingdom of Kaito since its establishment thousands of years ago. They were considered heralds of the sun and fertility, but there were never any temples in their honor. Today, they are loyal creatures willing to give their own lives to protect their allies. The Apis Charger is not skilled in magic, but it wears traditional armor with which it rams its enemies, dealing devastating damage at the cost of receiving injuries from the recoil.","Die Apis lebten im Königreich Kaito seit seiner Gründung vor Tausenden von Jahren. Sie galten als Herolde der Sonne und Fruchtbarkeit, doch es gab nie Tempel zu ihren Ehren. Heute sind sie treue Geschöpfe, die bereit sind, ihr eigenes Leben zu opfern, um ihre Verbündeten zu schützen. Der Apis-Stürmer ist nicht geschickt in der Magie, trägt aber traditionelle Rüstung, mit der er seine Feinde rammt und verheerenden Schaden anrichtet, allerdings auf Kosten von Verletzungen durch den Rückstoß.",TERM:Creatures->Kreaturen,,
385,"Ever since humans and other intelligent creatures erected temples in honor of Surathli, the Holy Crusaders have protected their gates. These creatures, usually in pairs, remain immobile in front of them for hours, days, or weeks, until something threatens the temple. Outsiders often confuse them with statues or simply do not believe the stories, and eventually end up committing a crime in their eyes.\n\nAs soon as a Holy Crusader lifts its mace, it is too late to run away.","Seit Menschen und andere intelligente Wesen Tempel zu Ehren von Surathli errichteten, haben die Heiligen Kreuzritter ihre Tore beschützt. Diese Wesen, meist paarweise, verharren stundenlang, tagelang oder wochenlang regungslos vor ihnen, bis etwas den Tempel bedroht. Außenstehende verwechseln sie oft mit Statuen oder glauben den Geschichten einfach nicht und begehen schließlich in ihren Augen ein Verbrechen.\n\nSobald ein Heiliger Kreuzritter seinen Streitkolben erhebt, ist es zu spät, um wegzulaufen.",TERM:Creatures->Kreaturen,,
386,"When several Mist Crusaders gather in a large group, a cloud of steam forms around them that prevents anyone from seeing what is happening inside it. This event has only taken place a few times in history; sometimes to protect the creatures of the forest, other times to bring justice to gangs of marauders that ravaged villages and small towns. Warrior tribes and criminals who perform such activities keep watch at night in case the mysterious mist appears in the distance.","Wenn sich mehrere Nebelkreuzritter in einer großen Gruppe versammeln, bildet sich um sie herum eine Dampfwolke, die verhindert, dass jemand sehen kann, was in ihrem Inneren geschieht. Dieses Ereignis hat in der Geschichte nur wenige Male stattgefunden; manchmal zum Schutz der Waldgeschöpfe, andere Male, um Banden von Plünderern Gerechtigkeit zu bringen, die Dörfer und kleine Städte verwüsteten. Kriegerstämme und Verbrecher, die solchen Aktivitäten nachgehen, halten nachts Wache, falls der mysteriöse Nebel in der Ferne auftaucht.",TERM:Creatures->Kreaturen,,
398,"Ophans were the last race to be created with the purpose of fighting the Watcher threat, as well as the most qualified to do so.\n\nThe Irantha Ophan likes to stand on the shoulders of its largest allies, so that it can cast spells from a safe position. When it moves its central ring, it channels the energy of its Spell Gems to protect its party.","Ophans waren die letzte Rasse, die erschaffen wurde, um die Bedrohung durch die Wächter zu bekämpfen, und gleichzeitig die am besten dafür geeignete.\n\nDer Irantha-Ophan steht gerne auf den Schultern seiner größten Verbündeten, damit er von einer sicheren Position aus Zauber wirken kann. Wenn er seinen zentralen Ring bewegt, kanalisiert er die Energie seiner Zauberedelsteine, um seine Gruppe zu schützen.",TERM:Spell Gems->Zaubersteine,,
420,"Sphinxes arrived in the Kaito Empire after the first pyramids were built. They presented themselves as divine, majestic creatures, and they knew how to use magic better than anyone else. At the same time, Sphinxes learned some things from humans.\n\nThe Sphinx Avenger watched the royal guard and learned how to use weapons to avoid exposing its face and claws in hand-to-hand combat.","Sphinxe kamen ins Kaito-Imperium, nachdem die ersten Pyramiden gebaut wurden. Sie präsentierten sich als göttliche, majestätische Wesen und beherrschten die Magie besser als jeder andere. Gleichzeitig lernten die Sphinxe einiges von den Menschen.\n\nDer Sphinx-Rächer beobachtete die königliche Garde und lernte, wie man Waffen einsetzt, um sein Gesicht und seine Krallen im Nahkampf nicht zu entblößen.",TERM:Creatures->Kreaturen,,
425,The sovereigns of Kaito ordered their priests and priestesses to go to the towns and cities and closely observe the Sphinxes to learn more about magic. That brought great advances to their spells and rituals that culminated in a horrible curse.\n\nA Sphinx Zealot befriended a priest of the Empire and instructed him in the art of magic. It also convinced him that Sphinxes were superior creatures that should rule the world to bring order and prosperity.,"Die Herrscher von Kaito befahlen ihren Priestern und Priesterinnen, in die Städte und Dörfer zu gehen und die Sphinxen genau zu beobachten, um mehr über Magie zu erfahren. Das brachte große Fortschritte für ihre Zauber und Rituale, die in einem schrecklichen Fluch gipfelten.\n\nEin Sphinx-Zelot freundete sich mit einem Priester des Imperiums an und unterwies ihn in der Kunst der Magie. Er überzeugte ihn auch davon, dass Sphinxen überlegene Wesen seien, die die Welt regieren sollten, um Ordnung und Wohlstand zu bringen.",TERM:Creatures->Kreaturen,,
440,"As if having three heads was not enough, the God of Fire decided that the Apocalypses would not be complete without at least being 10-foot long and having a tail. They ended up being 15-foot long on average, having two tails and a pair of claws as sharp as tempered steel. It seems impossible to catch such a creature by surprise, with so many death threats flailing around, but the truth is their necks are relatively vulnerable to attacks, a weakness that is compounded by their having three.","Als ob drei Köpfe nicht genug wären, entschied der Feuergott, dass die Apokalypsen nicht vollständig wären, ohne mindestens 10 Fuß lang zu sein und einen Schwanz zu haben. Am Ende wurden sie im Durchschnitt 15 Fuß lang, hatten zwei Schwänze und ein Paar Klauen, so scharf wie gehärteter Stahl. Es scheint unmöglich, ein solches Wesen zu überraschen, mit so vielen herumwirbelnden Todesdrohungen, aber die Wahrheit ist, dass ihre Hälse relativ anfällig für Angriffe sind, eine Schwäche, die durch ihre Dreizahl noch verstärkt wird.",TERM:Creature->Kreatur,,
451,"Shortly after becoming the Hidden Grimoire, Cornell started researching the transmigration that souls undergo after death. Using small rodents as test subjects he discovered, among other things, that this phenomenon happens exactly nine minutes and seven seconds after a living being perishes. His most notable find, however, was the fact that Spell Gems leave a mark on a soul, one that remains at the very least throughout the entire process of transmigration. With great caution he created a Grimoire that was able to manipulate this magic. He gave it a terrifying appearance, hoping to scare the looters, but also gave it a personality that would drive it to take care of animals, trying to make amends for the many creatures that had died for his research. However, for obvious reasons, animals usually flee in terror at its presence.","Kurz nachdem Cornell zum Verborgenen Grimoire wurde, begann er, die Seelenwanderung zu erforschen, die nach dem Tod stattfindet. Mit kleinen Nagetieren als Versuchsobjekte entdeckte er unter anderem, dass dieses Phänomen genau neun Minuten und sieben Sekunden nach dem Ableben eines Lebewesens eintritt. Seine bemerkenswerteste Entdeckung war jedoch die Tatsache, dass Zauberedelsteine eine Markierung auf der Seele hinterlassen, die mindestens während des gesamten Prozesses der Seelenwanderung bestehen bleibt. Mit großer Vorsicht erschuf er ein Grimoire, das in der Lage war, diese Magie zu manipulieren. Er gab ihm ein furchterregendes Aussehen, um Plünderer abzuschrecken, verlieh ihm aber auch eine Persönlichkeit, die es dazu bringen würde, sich um Tiere zu kümmern, um so für die vielen Geschöpfe, die für seine Forschung gestorben waren, Wiedergutmachung zu leisten. Aus offensichtlichen Gründen fliehen Tiere jedoch meist in Panik vor seiner Anwesenheit.",TERM:Creatures->Kreaturen; TERM:Spell Gems->Zaubersteine,,
474,"Watchers come from a mysterious dimension, which no mortal can access.\n\nThe Hell Watcher's innate abilities allow it to channel the energy of the undead to enhance their spells. When they corner a creature, they dig their claws into its flesh and take flight, then drop it from a high enough altitude to kill it.","Wächter stammen aus einer mysteriösen Dimension, die kein Sterblicher betreten kann.\n\nDer Höllenwächter kann mit seinen angeborenen Fähigkeiten die Energie der Untoten kanalisieren, um seine Zauber zu verstärken. Wenn sie ein Wesen in die Enge treiben, bohren sie ihre Krallen in dessen Fleisch, erheben sich in die Lüfte und lassen es aus ausreichender Höhe fallen, um es zu töten.",TERM:Creature->Kreatur,,
476,"This creature specializes in sneaking into mansions and castles at night. It wanders around the corridors, waiting for someone to get up for a visit to the pantry or to empty the bladder. It uses its knowledge of light to cast a long shadow on the ground, scaring anyone who sees it. When they are terrified enough to ignite a stronger light, it suddenly appears in front of them with its characteristic smile and attacks with a powerful spell.","Dieses Wesen hat sich darauf spezialisiert, nachts in Villen und Schlösser einzudringen. Es wandert durch die Korridore und wartet darauf, dass jemand aufsteht, um die Speisekammer zu besuchen oder die Blase zu entleeren. Es nutzt sein Wissen über Licht, um einen langen Schatten auf den Boden zu werfen und jeden zu erschrecken, der ihn sieht. Wenn sie verängstigt genug sind, um ein stärkeres Licht zu entzünden, erscheint es plötzlich mit seinem charakteristischen Lächeln vor ihnen und greift mit einem mächtigen Zauber an.",TERM:Creature->Kreatur,,
484,"The Gorgons come from distant islands, and they fled to Rodia to save themselves from the genocide ordered by an evil human empress that ruled over an entire continent. They are social creatures and enjoy city life, but their appearance and their abilities instill fear wherever they go.\n\nThe Deranged are Gorgons who have suffered traumatic events and have become extremely aggressive. Their gaze is so intense that they can leave anyone who looks into their eyes petrified in fear.","Die Gorgonen stammen von fernen Inseln und flohen nach Rodia, um sich vor dem Völkermord zu retten, der von einer bösen menschlichen Kaiserin angeordnet wurde, die über einen ganzen Kontinent herrschte. Sie sind gesellige Wesen und genießen das Stadtleben, aber ihr Aussehen und ihre Fähigkeiten flößen überall, wo sie hingehen, Angst ein.\n\nDie Wahnsinnigen sind Gorgonen, die traumatische Ereignisse erlitten haben und extrem aggressiv geworden sind. Ihr Blick ist so intensiv, dass sie jeden, der ihnen in die Augen schaut, vor Angst versteinert zurücklassen können.",TERM:Creatures->Kreaturen,,
487,"Like Gorgon Sorceresses, Witches have benefited from Rodia's lack of rules restricting the use of magic. These Gorgons have managed to combine the power of their gaze with that of Spell Gems, and they are able to utilize both at once without difficulty. In their free time, they make copies of the magic books borrowed from the Familiars, so they can return them and obtain new ones completely free of charge.","Wie Gorgonen-Zauberinnen haben auch Hexen von Rodias Mangel an Regeln profitiert, die den Einsatz von Magie einschränken. Diese Gorgonen haben es geschafft, die Kraft ihres Blicks mit der von Zauberedelsteinen zu verbinden, und können beides gleichzeitig ohne Schwierigkeiten nutzen. In ihrer Freizeit erstellen sie Kopien der von den Vertrauten ausgeliehenen Zauberbücher, damit sie diese zurückgeben und völlig kostenlos neue erhalten können.",TERM:Spell Gems->Zaubersteine,,
506,"As they walk the endless corridors of the Torture Chamber, most visitors feel their morale weaken with every step. Blood-stained walls, darkness lurking behind every corner, heartbreaking howls, and, above all, the smell of death. No one forgets the smell of death.\n\nIn spite of its diabolical appearance, the blood of the Sanguine Masochist has healing properties and can undo most curses. In another time, this creature may have been a talented Life Mage.","Während sie durch die endlosen Korridore der Folterkammer wandern, spüren die meisten Besucher, wie ihre Moral mit jedem Schritt schwächer wird. Blutverschmierte Wände, Dunkelheit, die hinter jeder Ecke lauert, herzzerreißendes Heulen und vor allem der Geruch des Todes. Niemand vergisst den Geruch des Todes.\n\nTrotz seines teuflischen Erscheinungsbildes hat das Blut des Sanguinischen Masochisten heilende Eigenschaften und kann die meisten Flüche aufheben. In einer anderen Zeit hätte dieses Wesen ein talentierter Lebensmagier sein können.",TERM:Creature->Kreatur,,
520,"Familiars love reading and studying magic, which is why it is rare to find one that does not carry a book. They are expert Bat hunters, using their knowledge about the emission and reception of ultrasounds to lead them to a trap.\n\nIf another creature chooses the Arcane Familiar as prey, it will defend itself by hitting its enemy on the legs with its cane without causing unnecessary damage.","Vertraute lieben es, zu lesen und Magie zu studieren, weshalb es selten ist, einen zu finden, der kein Buch bei sich trägt. Sie sind Experten in der Jagd auf Fledermäuse und nutzen ihr Wissen über die Aussendung und den Empfang von Ultraschall, um sie in eine Falle zu locken.\n\nWenn ein anderes Geschöpf den Arkanen Vertrauten als Beute auswählt, verteidigt er sich, indem er seinen Feind mit seinem Stock gegen die Beine schlägt, ohne unnötigen Schaden zu verursachen.",TERM:Creature->Kreatur,,
527,"When Torun was creating the Gargantuans, he used his power indiscriminately over different mountains. One of them was cursed, and this creature was born. It woke up full of unbridled rage and began to destroy everything in its path. Torun was disappointed, as it is not necessary to kill mortals to humiliate them. However, he also felt pity. He finally decided to chain it and leave it hidden, hoping that it would change its attitude over time. It only took two days for him to forget about it.","Als Torun die Giganten erschuf, setzte er seine Macht wahllos über verschiedene Berge ein. Einer davon war verflucht, und dieses Wesen wurde geboren. Es erwachte voller ungezügelter Wut und begann, alles auf seinem Weg zu zerstören. Torun war enttäuscht, da es nicht nötig ist, Sterbliche zu töten, um sie zu demütigen. Dennoch empfand er auch Mitleid. Schließlich beschloss er, es anzuketten und versteckt zu lassen, in der Hoffnung, dass es mit der Zeit seine Einstellung ändern würde. Es dauerte nur zwei Tage, bis er es vergessen hatte.",TERM:Creature->Kreatur,,
533,"While Surathli was designing the Ophans, the Goddess of Illusion visited Aeolian and helped him with his plans to help in the Watcher War.\n\nThe Cerebral Vortex is a modified nerve cell, and its role was to transmit messages over long distances. It is able to acquire knowledge from any creature and then grant it to another through a series of nerve impulses.","Während Surathli die Ophans entwarf, besuchte die Göttin der Illusion Aeolian und half ihm bei seinen Plänen, im Wächterkrieg zu helfen.\n\nDer Zerebrale Vortex ist eine modifizierte Nervenzelle, und seine Aufgabe war es, Nachrichten über weite Entfernungen zu übertragen. Er kann Wissen von jedem Wesen aufnehmen und es dann durch eine Reihe von Nervenimpulsen an ein anderes weitergeben.",TERM:Creature->Kreatur,,
544,"It is said that the Bards were born of songs and verses, of art and creativity. The truth is that, to a certain extent, this statement is correct.\n\nThe Bard Balladeer's songs are full of love and tenderness. When two people who are attracted to each other listen to this creature's music, they are enraptured by an intense romantic feeling that pushes them to kiss.","Man sagt, dass die Barden aus Liedern und Versen, aus Kunst und Kreativität geboren wurden. Die Wahrheit ist, dass diese Aussage in gewissem Maße korrekt ist.\n\nDie Lieder des Balladensänger-Barden sind voller Liebe und Zärtlichkeit. Wenn zwei Menschen, die sich zueinander hingezogen fühlen, der Musik dieses Wesens lauschen, werden sie von einem intensiven romantischen Gefühl ergriffen, das sie dazu drängt, sich zu küssen.",TERM:Creature->Kreatur,,
545,"Bards are mute creatures, but they can activate the synapses of the brain of the people around them to transmit their music.\n\nIn the festivals of some villages, a Bard Jongleur is released to tell stories to the people. Although some Jongleurs have a great talent for music, the truth is that the joy and fun that comes from listening to them are also the fruit of their power.","Barden sind stumme Wesen, aber sie können die Synapsen im Gehirn der Menschen um sie herum aktivieren, um ihre Musik zu übertragen.\n\nIn den Festen einiger Dörfer wird ein Barden-Jongleur freigelassen, um den Menschen Geschichten zu erzählen. Obwohl einige Jongleure ein großes Talent für Musik haben, ist die Wahrheit, dass die Freude und der Spaß, die beim Zuhören entstehen, auch die Frucht ihrer Kraft sind.",TERM:Creatures->Kreaturen,,
546,"Bards are the residual energy left behind when the soul of a literary artist or a musician leaves its body for the afterlife. As with Shades, this does not always happen.\n\nThe Bard Minstrel's harp is more an ornament than an instrument, but when this creature runs its fingers through the ""strings"", it transmits soft melodies and beautiful words to the minds of the people around it. Anyone nearby will feel the imperative need to declare their love to their romantic interest.","Barden sind die Restenergie, die zurückbleibt, wenn die Seele eines Literaten oder Musikers seinen Körper für das Jenseits verlässt. Wie bei Schemen geschieht dies nicht immer.\n\nDie Harfe des Barden-Minstrels ist mehr ein Schmuckstück als ein Instrument, doch wenn dieses Wesen mit den Fingern durch die ""Saiten"" fährt, überträgt es sanfte Melodien und schöne Worte in die Gedanken der Menschen um es herum. Jeder in der Nähe wird das zwingende Bedürfnis verspüren, seiner romantischen Zuneigung seine Liebe zu gestehen.",TERM:Creature->Kreatur,,
548,"Bards long for the sounds of their ""voice"" to reach as many people as possible. However, the effects of their music and their apparent inability to stop their own mind-affecting traits have led many towns and cities to permanently ban these creatures.\n\nThe songs of the Bard Trovatore ridicule politicians, sometimes with very well-chosen words. Listening to them produces laughter, but also arouses feelings of rebellion against authority.","Barden sehnen sich danach, dass die Klänge ihrer ""Stimme"" so viele Menschen wie möglich erreichen. Allerdings haben die Auswirkungen ihrer Musik und ihre offensichtliche Unfähigkeit, ihre eigenen geistesbeeinflussenden Eigenschaften zu kontrollieren, dazu geführt, dass viele Städte und Gemeinden diese Wesen dauerhaft verbannt haben.\n\nDie Lieder des Barden Trovatore verspotten Politiker, manchmal mit sehr treffend gewählten Worten. Ihnen zuzuhören erzeugt Gelächter, weckt aber auch Gefühle der Rebellion gegen Autoritäten.",TERM:Creatures->Kreaturen; TERM:Traits->Merkmale,,
574,"Plague Doctors have a strange fondness for traveling the world, curing any sick creature they find.\n\nWhen a Plague Alchemist finds a wounded person, it does not merely heal their wounds. With a whisper, it asks the patient whether they were caused by another. With just a description, this creature finds the perpetrator and waits for them to become distracted. Then it pours the contents of its test tube into a glass. When drunk, the strange liquid causes the same injuries on the aggressor's body.","Pestärzte haben eine seltsame Vorliebe dafür, die Welt zu bereisen und jedes kranke Wesen zu heilen, das sie finden.\n\nWenn ein Pestalchemist eine verwundete Person findet, heilt er nicht nur ihre Wunden. Mit einem Flüstern fragt er den Patienten, ob sie von jemand anderem verursacht wurden. Mit nur einer Beschreibung findet dieses Wesen den Täter und wartet, bis dieser abgelenkt ist. Dann gießt es den Inhalt seines Reagenzglases in ein Glas. Wenn getrunken, verursacht die seltsame Flüssigkeit die gleichen Verletzungen am Körper des Angreifers.",TERM:Creature->Kreatur,,
581,"The energy unleashed by the activation of ten Nether Orbs at once had some consequences for Rodia's animal kingdom.\n\nThis black-furred, bright-eyed fox left its deep forest habitat to feed on the corpses of magical beasts. Its appearance may inspire mistrust, but it is actually a harmless creature, as long as it is not hungry.","Die Energie, die durch die gleichzeitige Aktivierung von zehn Nether-Kugeln freigesetzt wurde, hatte einige Folgen für Rodias Tierreich.\n\nDieser schwarzfellige Fuchs mit den leuchtenden Augen verließ seinen Lebensraum im tiefen Wald, um sich von den Kadavern magischer Bestien zu ernähren. Sein Erscheinungsbild mag Misstrauen erwecken, aber er ist eigentlich ein harmloses Geschöpf, solange er nicht hungrig ist.",TERM:Creature->Kreatur,,
584,"This creature appeared recently in Rodia and, though it rarely approaches towns and cities, it did not take long before myths and legends sprang up around it. Although it certainly cannot steal human souls with its eyes, it does enjoy chasing unlucky travelers, who flee in terror when they encounter it.","Dieses Wesen erschien kürzlich in Rodia und obwohl es sich selten Dörfern und Städten nähert, dauerte es nicht lange, bis Mythen und Legenden darüber entstanden. Obwohl es sicherlich nicht mit seinen Augen menschliche Seelen stehlen kann, jagt es gerne unglückliche Reisende, die in Panik fliehen, wenn sie ihm begegnen.",TERM:Creature->Kreatur,,
585,"Unlike other Vulpes, this creature has not lost its animal instincts and can still be seen stalking rabbits and small birds, although it does not need to feed on them anymore. Since most of Rodia's Vulpes have stopped hunting their old prey, many farmers in the region have asked the authorities to repopulate the area with this particular variety.","Im Gegensatz zu anderen Vulpes hat dieses Geschöpf seine tierischen Instinkte nicht verloren und kann noch immer dabei beobachtet werden, wie es Kaninchen und kleine Vögel jagt, obwohl es sich nicht mehr von ihnen ernähren muss. Da die meisten Vulpes in Rodia aufgehört haben, ihre frühere Beute zu jagen, haben viele Bauern in der Region die Behörden gebeten, das Gebiet mit dieser besonderen Variante neu zu besiedeln.",TERM:Creature->Kreatur,,
600,"Water Salamanders rarely leave the rivers and lakes they inhabit. Their structure remains relatively intact compared to that of the other Salamanders, although they have extraordinary magic abilities that allow them to effortlessly activate the effect of any enchanted item. A famous archaeologist recently used one of these creatures to help her discover the location of an ancient artifact inside an abandoned temple in the Cutthroat Jungle.","Wassersalamander verlassen selten die Flüsse und Seen, die sie bewohnen. Ihre Struktur bleibt im Vergleich zu der anderer Salamander relativ intakt, obwohl sie über außergewöhnliche magische Fähigkeiten verfügen, die es ihnen ermöglichen, die Wirkung jedes verzauberten Gegenstands mühelos zu aktivieren. Eine berühmte Archäologin nutzte kürzlich eines dieser Geschöpfe, um den Standort eines antiken Artefakts in einem verlassenen Tempel im Halsabschneider-Dschungel zu entdecken.",TERM:Creatures->Kreaturen,,
604,"The meat of a Dumpling is delicious, no matter how it is cooked. Only the wealthiest can afford to eat them, and few mercenaries have the skill required to catch them. In addition, they have a sixth sense that warns them of any danger, so traps are often a better option than direct confrontation. The Vegetable Dumpling is even harder to find, and it may even be the rarest creature in the world. Whoever catches one should know that their expertise as a warrior and adventurer is unparalleled.","Das Fleisch eines Dumplings ist köstlich, egal wie es zubereitet wird. Nur die Wohlhabendsten können es sich leisten, sie zu essen, und nur wenige Söldner besitzen die nötige Fertigkeit, um sie zu fangen. Außerdem haben sie einen sechsten Sinn, der sie vor jeder Gefahr warnt, weshalb Fallen oft eine bessere Option sind als die direkte Konfrontation. Der Gemüse-Dumpling ist noch schwieriger zu finden und könnte sogar das seltenste Wesen der Welt sein. Wer einen fängt, sollte wissen, dass seine Expertise als Krieger und Abenteurer ohnegleichen ist.",TERM:Creature->Kreatur,,
609,"This creature's presence ensures the gestation cycle of the other aspects remains active. In addition, it is capable of altering the weather, turning even a light drizzle into hail. It was created thousands of years ago by six powerful Nature Magi when the increased use of magic began to affect the cycle of the seasons. That is why Aspects are destined to confront any spellcasters they come across.","Dieses Wesen sorgt dafür, dass der Gestationszyklus der anderen Aspekte aktiv bleibt. Außerdem ist es in der Lage, das Wetter zu verändern und selbst leichten Nieselregen in Hagel zu verwandeln. Es wurde vor Tausenden von Jahren von sechs mächtigen Naturmagiern erschaffen, als der zunehmende Einsatz von Magie begann, den Zyklus der Jahreszeiten zu beeinflussen. Deshalb sind Aspekte dazu bestimmt, jeden Zauberwirker zu konfrontieren, dem sie begegnen.",TERM:Creature->Kreatur,,
613,"This extraordinary creature was seen for the first time in the Refuge of the Magi. Its creator approached it and knelt to admire his success from up close. The Thylacine playfully put its paws on the Mage's chest, but instead they pierced him completely. By the time Zonte and Ainsworth reached the basement, there were no survivors. Only the Thylacine remained. Even for such skilled Magi, it was difficult to expel this creature from the tower.","Dieses außergewöhnliche Geschöpf wurde zum ersten Mal im Refugium der Magier gesehen. Sein Schöpfer näherte sich ihm und kniete nieder, um seinen Erfolg aus der Nähe zu bewundern. Der Beutelwolf legte verspielt seine Pfoten auf die Brust des Magiers, doch stattdessen durchbohrten sie ihn vollständig. Als Zonte und Ainsworth den Keller erreichten, gab es keine Überlebenden mehr. Nur der Beutelwolf blieb zurück. Selbst für so geschickte Magier war es schwierig, dieses Wesen aus dem Turm zu vertreiben.",TERM:Creature->Kreatur,,
614,"Vulcanar soon regretted creating this creature. Even the Elemental King himself could not control it. In its first minutes of life it pounced on every creature it could find and tore them apart with its jaws on its way to the surface, where it continued the carnage. For several weeks it terrorized the people of Rodia, until, in a stroke of luck for the country, it encountered the Eternal Divinity. After a fierce battle, the Demigod vanquished the beast and left it somewhere no one could find it.","Vulcanar bereute es bald, dieses Wesen erschaffen zu haben. Selbst der Elementarkönig konnte es nicht kontrollieren. In seinen ersten Lebensminuten stürzte es sich auf jedes Wesen, das es finden konnte, und zerriss sie mit seinen Kiefern auf dem Weg zur Oberfläche, wo es das Gemetzel fortsetzte. Mehrere Wochen lang terrorisierte es die Bewohner von Rodia, bis es durch einen glücklichen Zufall für das Land auf die Ewige Göttlichkeit traf. Nach einem erbitterten Kampf besiegte der Halbgott die Bestie und ließ sie an einem Ort zurück, den niemand finden konnte.",TERM:Creature->Kreatur,,
616,"This creature is extremely intelligent, but despite its fierce appearance, it does not have the unquenchable thirst for blood typical of its species. From a ruined temple, the Devourer watched its allies fight each other. It quickly descended and approached them, avoiding energy rays, spells and stomps. It climbed the Mystical Giant's leg and jumped to its throat, making it howl and stop. The Corox waited cautiously. Then, the Devourer turned to the Observer, who wanted to ""tell"" them something.","Dieses Wesen ist äußerst intelligent, doch trotz seines wilden Erscheinungsbildes hat es nicht den unstillbaren Blutdurst, der für seine Art typisch ist. Von einem zerstörten Tempel aus beobachtete der Verschlinger, wie seine Verbündeten gegeneinander kämpften. Es stieg schnell hinab und näherte sich ihnen, wobei es Energiestrahlen, Zaubersprüchen und Stampfern auswich. Es kletterte am Bein des Mystischen Riesen empor und sprang an dessen Kehle, was ihn zum Heulen und Innehalten brachte. Der Corox wartete vorsichtig ab. Dann wandte sich der Verschlinger dem Beobachter zu, der ihnen etwas ""mitteilen"" wollte.",TERM:Creature->Kreatur,,
647,"The Mud Golem is the creature that inspired the legendary Mage Helmholtz to create his artificial Golems. It is believed that it dates back to the creation of the first Spell Gems. It hibernates during the cold season, but it is possible to see it near abandoned temples when the weather is warmer, protecting ancient magic that has long been lost to time.","Der Schlammgolem ist die Kreatur, die den legendären Magier Helmholtz zur Erschaffung seiner künstlichen Golems inspirierte. Es wird angenommen, dass er bis zur Erschaffung der ersten Zauberedelsteine zurückreicht. Er überwintert während der kalten Jahreszeit, aber es ist möglich, ihn in der wärmeren Jahreszeit in der Nähe verlassener Tempel zu sehen, wo er uralte Magie beschützt, die längst der Zeit zum Opfer gefallen ist.",TERM:Spell Gems->Zaubersteine,,
652,"To perform any tasks that require fine motor skills, the Pilwiz developed a series of rudimentary instruments that have been improved by humans over the years.\n\nAlthough all Pilwiz handle the harvest, there is one whose work in the field is limited to it. The Pilwiz Harvester is a nomadic creature that compares the results of the crops in the different regions of Rodia to assess what the best products are and advise on subsequent sowings.","Um Aufgaben auszuführen, die feinmotorische Fähigkeiten erfordern, entwickelten die Pilwiz eine Reihe rudimentärer Instrumente, die im Laufe der Jahre von Menschen verbessert wurden.\n\nObwohl alle Pilwiz bei der Ernte helfen, gibt es einen, dessen Arbeit auf dem Feld sich darauf beschränkt. Der Pilwiz-Ernter ist ein nomadisches Wesen, das die Ergebnisse der Ernten in den verschiedenen Regionen Rodias vergleicht, um die besten Produkte zu bewerten und bei nachfolgenden Aussaaten zu beraten.",TERM:Creature->Kreatur,,
